texto,siglaTipo
"Acrescenta § 1º-B ao art. 429 da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para determinar que cinquenta por cento das vagas obrigatórias para fins de Aprendizagem sejam preenchidas por jovens em situação de trabalho infantil ou em risco de envolvimento com as piores formas de trabalho infantil ou que estejam cumprindo medidas sócio-educativas.",PLS
"Altera a Lei nº 11.977, de 7 de julho de 2009, para estabelecer percentual mínimo de quinze por cento do orçamento do Programa Minha Casa Minha Vida seja destinado a empreendimentos ou imóveis destinados a famílias com renda mensal de até R$ 1.600,00.",PLS
"Altera a Lei nº 13.021, de 8 de agosto de 2014, que dispõe sobre o exercício e a fiscalização das atividades farmacêuticas.",MPV
"Abre crédito extraordinário, em favor de diversos órgãos do Poder Executivo, no valor de R$ 1.304.652.399,00, para os fins que especifica.",MPV
"Abre crédito extraordinário, em favor de Operações Oficiais de Crédito, no valor de R$ 5.400.000.000,00, para o fim que especifica.",MPV
"Acrescenta o art. 135-A à Constituição Federal, para vedar o exercício da advocacia privada pelos advogados públicos.",PEC
"Modifica a vigência da Emenda Constitucional nº 78, de 14 de maio de 2014.",PEC
"Altera o art. 94, caput, da Constituição Federal, para estabelecer que a formação da lista sêxtupla referente ao quinto constitucional se fará por meio de eleição direta.",PEC
"Acrescenta ao Ato das Disposições Constitucionais Transitórias disposição para vedar a alienação, pela União, do controle acionário do Banco do Brasil S.A. até 31 de dezembro de 2050.",PEC
"Acrescenta o art. 27-A, altera o § 3º do art. 32 e acrescenta § 2º ao art. 75, todos da Constituição Federal, bem como insere artigo no Ato das Disposições Constitucionais Transitórias; com o objetivo de fixar limite máximo para as despesas das Assembleias Legislativas dos Estados, da Câmara Legislativa do Distrito Federal e dos Tribunais de Contas dos Estados e do Distrito Federal.",PEC
"Altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para conferir maior segurança às relações de consumo não presenciais.",PLS
"Acrescenta incisos ao art. 11 da Lei nº 8.429, de 2 de junho de 1992, para incluir a exposição de efígie de autoridade em repartições públicas e a inserção de nomes, símbolos ou imagens que caracterizem promoção pessoal de autoridades ou servidores públicos na publicidade dos atos, programas, obras, serviços e campanhas dos órgãos públicos entre os atos de improbidade administrativa que atentam contra os princípios da administração pública.",PLS
"Acrescenta art. 257-A ao Código de Processo Civil, para tornar exigíveis a discriminação do polo da ação em que figure, como parte, pessoa sobre quem seja emitida certidão de distribuição de processos judiciais e a informação acerca da eventual situação de arquivamento do processo correspondente.",PLS
"Modifica a Lei nº 7.713, de 22 de dezembro de 1988, que altera a legislação do imposto de renda e dá outras providências; a Lei nº 8.112, de 11 de dezembro de 1990, que dispõe sobre o regime jurídico dos servidores públicos civis da União, das autarquias e das fundações públicas federais; e a Lei nº 8.213, de 24 de julho de 1991, que dispõe sobre os Planos de Benefícios da Previdência Social e dá outras providências, para substituir a expressão “espondiloartrose anquilosante” por “espondilite anquilosante”.",PLS
"Altera as Leis nºs 9.250, de 25 de dezembro de 1995, e 9.430, de 27 de dezembro de 1996, para permitir que os valores relativos ao Imposto sobre a Renda da Pessoa Física (IRPF) a serem restituídos, apurados na declaração de rendimentos, sejam atualizados desde o dia 1º de janeiro do ano em que exigida a entrega tempestiva da declaração de ajuste anual.",PLS
Estabelece regras para preservar a calha principal e o curso natural do rio Araguaia.,PLS
"Altera a Lei Complementar nº 87, de 13 de setembro de 1996, para determinar a não incidência do imposto sobre operações relativas à circulação de mercadorias e sobre prestações de serviços de transporte interestadual e intermunicipal e de comunicação relativo a operações de compensação de energia elétrica que especifica.",PLS
"Modifica a Lei nº 6.530, de 12 de maio de 1978, para dispor sobre a composição e as eleições para os Conselhos Regionais de Corretores de Imóveis, estabelecer valores máximos para a anuidade devida aos Conselhos e determinar que os Conselhos deverão apresentar lista de inscritos aos sindicatos representativos da categoria.",PLS
Cria o Programa de Prevenção da Violência na Rede Educacional Brasileira.,PLS
Dispõe sobre a adoção de práticas de construção sustentável.,PLS
"Inclui a alínea “m” no inciso II do art. 61 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para considerar como agravante a circunstância de praticar crime no interior de transporte público e nos terminais ou pontos de embarque ou desembarque de passageiros.",PLS
Estabelece diretrizes para o desenvolvimento da equideocultura brasileira.,PLS
"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, e a Lei n° 13.005, de 25 de junho de 2014, que aprova o Plano Nacional de Educação, para instituir a escola de tempo integral no ensino fundamental.",PLS
Altera o art. 49 da Constituição Federal para fixar a competência do Congresso Nacional quanto à denúncia de atos internacionais.,PEC
"Autoriza a aquisição de leite, por meio de leilões públicos, no âmbito das aquisições do Governo Federal, de pequenos produtores dos Municípios da área de atuação da Superintendência do Desenvolvimento do Nordeste - Sudene.",PLS
"Acrescenta §§ 15 e 16 ao art. 50 do Estatuto da Criança e do Adolescente, para estabelecer critérios de prioridade e critérios de desempate para a convocação dos postulantes à adoção inscritos nos cadastros correspondentes.",PLS
"Altera a Lei nº 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto e dá outras providências, para regular as atividades de observadores de atletas e as atividades-teste de recrutamento de atletas em formação.",PLS
"Acrescenta o art. 31-A ao Decreto-Lei nº 73, de 21 de novembro de 1966, para dispor que as sociedades seguradoras manterão cadastro unificado atualizado dos segurados e beneficiários dos seguros de pessoas.",PLS
"Altera o § 3º do art. 3º da Lei nº 10.259, de 12 de julho de 2001, para tornar facultativa a competência dos Juizados Especiais Cíveis no âmbito da Justiça Federal.",PLS
"Altera a Lei nº 8.842, de 4 de janeiro de 1994, a fim de dispor sobre o tempo de mandato, a posse e a época de realização de eleição dos representantes das organizações da sociedade civil atuantes na promoção e defesa de direitos da pessoa idosa e sobre posse dos conselheiros representantes do Poder Público.",PLS
"Institui o Dia Nacional de Enfrentamento à Psicofobia, a ser celebrado no dia 12 de abril.",PLS
"Acrescenta incisos ao art. 473 da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-lei nº 5.452, de 1º de maio de 1943, a fim de permitir ao empregado deixar de comparecer ao serviço, sem prejuízo do salário, nas hipóteses que especifica.",PLS
"Altera a Lei nº 9.433, de 8 de janeiro de 1997, e a Lei nº 9.984, de 17 de julho de 2000, para incluir exigências quanto à alteração da vazão de reservatórios regularizadores em outorga de direitos de uso de recursos hídricos.",PLS
"Altera a Lei nº 12.871, de 22 de outubro de 2013, que institui o Programa Mais Médicos, para tornar obrigatório o envio, ao Conselho Regional de Medicina, de listagem dos tutores e supervisores dos médicos intercambistas.",PLS
"Altera a Lei nº 9.784, de 29 de janeiro de 1999, para estipular prazo de conclusão da instrução.",PLS
"Altera as Leis n°s 8.171, de 17 de janeiro de 1991, e 12.787, de 11 de janeiro de 2013, para promover o uso sustentável dos equipamentos de irrigação na agricultura brasileira.",PLS
"Altera a Lei Complementar nº 94, de 19 de fevereiro de 1998, que autoriza o Poder Executivo a criar a Região Integrada de Desenvolvimento do Distrito Federal e Entorno - RIDE e instituir o Programa Especial de Desenvolvimento do Entorno do Distrito Federal, e dá outras providências, para incluir os municípios de Arinos, Bonfinópolis de Minas, Brasilândia de Minas, Dom Bosco, Formoso, Guarda-Mor, João Pinheiro, Lagamar, Lagoa Grande, Natalândia, Paracatu, Pintópolis, Presidente Olegário, Riachinho, Santa Fé de Minas, São Gonçalo do Abaeté, São Romão, Uruana de Minas, Urucuia, Varjão de Minas, Vazante, Chapada Gaúcha, situados no Estado de Minas Gerais, na RIDE.",PLS
"Denomina Ponte Rondon-Roosevelt a ponte sobre o rio Madeira, localizada na BR 364, que liga os Estados de Rondônia e Amazonas, entre os municípios de Porto Velho (RO) e Humaitá (AM).",PLS
"Reduz a zero as alíquotas da Contribuição para o PIS/PASEP, da COFINS, da Contribuição para o PIS/Pasep-Importação e da Cofins-Importação incidentes sobre a receita de vendas e na importação de partes utilizadas em aerogeradores, prorroga benefícios, altera o art. 46 da Lei nº 12.715, de 17 de setembro de 2012, que dispõe sobre a devolução ao exterior ou a destruição de mercadoria estrangeira cuja importação não seja autorizada, e dá outras providências.",MPV
"Altera a Lei nº 9.266, de 15 de março de 1996, que reorganiza as classes da Carreira Policial Federal, fixa a remuneração dos cargos que as integram e dá outras providências.",MPV
"Altera a Lei nº 13.019, de 31 de julho de 2014, que estabelece o regime jurídico das parcerias voluntárias, envolvendo ou não transferências de recursos financeiros, entre a administração pública e as organizações da sociedade civil, em regime de mútua cooperação, para a consecução de finalidades de interesse público; define diretrizes para a política de fomento e de colaboração com organizações da sociedade civil; institui o termo de colaboração e o termo de fomento; e altera as Leis nºs 8.429, de 2 de junho de 1992, e 9.790, de 23 de março de 1999.",MPV
"Estabelece o fim da reeleição para Presidente da República, Governadores de Estado e do Distrito Federal e Prefeitos.",PEC
"Altera os art. 23 e art. 24 da Constituição Federal para inserir a segurança pública entre as competências comuns da União, dos Estados, do Distrito Federal e dos Municípios.",PEC
"Altera o art. 206 da Constituição Federal, para dispor sobre a obrigatoriedade de retribuição individual, mediante prestação de serviço à comunidade ou contribuição financeira, por parte dos egressos de instituições de educação superior pública ou dos que tiveram seus estudos em instituição privada custeados pelo Estado.",PEC
"Altera os arts. 14, 17, 27, 28, 29, 44, 46, 57 e 82 da Constituição, estabelece a coincidência das eleições e a proibição da reeleição para cargos do Poder Executivo, dispõe sobre o acesso ao fundo partidário, estabelece regras de transição e submete a referendo as alterações relativas a sistema eleitoral.",PEC
"Acrescenta o § 7º ao art. 127 da Constituição Federal, para determinar que o Procurador-Geral da República apresente anualmente ao Senado Federal relatório anual de atividades.",PEC
"Altera o § 3º do art. 208 da Constituição Federal, para estabelecer o dever do poder público de recensear os educandos na educação básica obrigatória, fazer-lhes a chamada e zelar, junto aos pais ou responsáveis, pela frequência à escola.",PEC
"Acrescenta parágrafo ao art. 1º da Lei nº 7.405, de 12 de novembro de 1985, para prever a inscrição da expressão ""RESPEITE"" adjacente à exposição do Símbolo Internacional de Acesso.",PLS
"Acrescenta parágrafo ao art. 45 da Lei nº 9.096, de 19 de setembro de 1995 e altera a redação dos arts. 44 e 46 da Lei nº 9.504, de 30 de setembro de 1997, para prever o uso da Língua Brasileira de Sinais - LIBRAS e de legendas nas propagandas eleitoral e partidária efetuadas mediante transmissão por televisão.",PLS
"Altera a Lei nº 9.294, de 15 de julho de 1996, que dispõe sobre as restrições ao uso e à propaganda de produtos fumígeros, bebidas alcoólicas, medicamentos, terapias e defensivos agrícolas, nos termos do § 4° do art. 220 da Constituição Federal, para proibir a venda de produtos fumígeros num raio de duzentos metros de estabelecimentos de ensino e de saúde.",PLS
"Altera o Código Penal e a Lei de Crimes Hediondos para definir novos requisitos para a concessão de progressão de regime e de livramento condicional a condenados por crime hediondo, prática de tortura, tráfico ilícito de entorpecentes e drogas afins, e terrorismo.",PLS
"Altera a Lei n. 9.430, de 27 de dezembro de 1996, para modificar os critérios de identificação de países com tributação favorecida.",PLS
"Altera a Lei Complementar 125, de 03 de janeiro de 2007, e redefine a área de atuação da SUDENE.",PLS
"Altera a Lei Complementar nº 101, de 4 de maio de 2000 (Lei de Responsabilidade Fiscal), para prever que a revisão da base de cálculo do Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU) e a atualização monetária dos valores que a compõem constituem requisitos essenciais da responsabilidade na gestão fiscal.",PLS
Regula o exercício da profissão de Agente de Segurança Socioeducativa - ASSE.,PLS
"Altera a Lei nº 4.591, de 16 de dezembro de 1964, para estabelecer a incidência de multa na hipótese de atraso na entrega do imóvel por parte da incorporadora ou construtora.",PLS
"Altera o §1º do art. 2º da Lei Complementar nº 130, de 17 de abril de 2009, que “Dispõe sobre o Sistema Nacional de Crédito Cooperativo e revoga dispositivos das Leis nºs 4.595, de 31 de dezembro de 1964, e 5.764, de 16 de dezembro de 1971, para permitir que as disponibilidades de caixa dos municípios sejam depositados nas cooperativas de crédito”.",PLS
"Altera a Lei nº 13.018, de 22 de julho de 2014, que institui a Política Nacional de Cultura Viva, para incluir a previsão de apresentação mensal de ações culturais dos pontos e pontões de cultura nas escolas da rede pública.",PLS
"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre os planos e seguros privados de assistência à saúde, para determinar que os reajustes dos planos coletivos sejam regulados pela Agência Nacional de Saúde Suplementar.",PLS
"Altera o art. 7º da Lei nº 12.850, de 2 de agosto de 2013, para possibilitar o compartilhamento, com Comissão Parlamentares de Inquérito, das informações sigilosas, prestadas pelo colaborador.",PLS
"Altera o art. 2º da Lei nº 12.431, de 24 de junho de 2011, para isentar de imposto de renda a emissão de debêntures de sociedade de propósito específico para implementar projetos de desenvolvimento sustentável.",PLS
"Acrescenta o art. 40-A na Lei nº 8.213, de 24 de julho de 1991, que “dispõe sobre os Planos de Benefícios da Previdência Social e dá outras providências”, para instituir o acréscimo de vinte e cinco por cento no valor do benefício em caso de necessidade de auxílio permanente de terceira pessoa.",PLS
"Acrescenta o art. 63-A à Lei nº 8.213, de 24 de julho de 1991, que “dispõe sobre os Planos de Benefícios da Previdência Social e dá outras providências”, para instituir o auxílio doença parental.",PLS
"Altera os arts. 29-B, 41 e 134, da Lei nº 8.213, de 24 de julho de 1991, que “dispõe sobre os Planos de Benefícios da Previdência Social e dá outras providências.",PLS
"Altera a Lei nº 9.433, de 8 de janeiro de 1997, que institui a Política Nacional de Recursos Hídricos, cria o Sistema Nacional de Gerenciamento de Recursos Hídricos, regulamenta o inciso XIX do art. 21 da Constituição Federal, e altera o art. 1º da Lei nº 8.001, de 13 de março de 1990, que modificou a Lei nº 7.990, de 28 de dezembro de 1989, e a Lei nº 9.984, de 17 de julho de 2000, que dispõe sobre a criação da Agência Nacional de Águas - ANA, entidade federal de implementação da Política Nacional de Recursos Hídricos e de coordenação do Sistema Nacional de Gerenciamento de Recursos Hídricos, e dá outras providências, para atribuir aos Comitês de Bacia Hidrográfica a competência de decidir sobre as alterações de vazão outorgada de reservatórios regularizadores existentes na sua respectiva bacia.",PLS
"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor, quanto a tratores e demais aparelhos automotores destinados a puxar ou a arrastar maquinário agrícola de qualquer natureza ou a executar trabalhos agrícolas, sobre o registro e licenciamento, a categoria de habilitação para a condução e a infração referente à condução sem registro e licenciamento.",PLS
"Altera o art. 44 da Lei nº 9.504, de 30 de setembro de 1997, para vedar a prática de injúria e difamação na propaganda eleitoral no rádio e na televisão.",PLS
Regulamenta o exercício da profissão de Despachante Documentalista e dá outras providências.,PLS
"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para aumentar, na educação básica, a frequência mínima exigida para aprovação.",PLS
"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que “estabelece as diretrizes e bases da educação nacional”, para dispor sobre a avaliação dos professores na educação básica pública.",PLS
"Modifica o § 2º do art. 9º da Lei Complementar nº 101, de 4 de maio de 2000, para dispor que não serão objeto de limitação as dotações orçamentárias destinadas à Controladoria-Geral da União.",PLS
"Altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para proibir a inscrição de débito de valor inferior a dez por cento do salário mínimo em banco de dados ou cadastro de inadimplentes.",PLS
"Altera a redação do § 10 do art. 11 e acrescenta parágrafo ao art. 16-A da Lei nº 9.504, de 30 de setembro de 1997, para prever a aferição das condições de elegibilidade e as causas de inelegibilidade em momento posterior ao registro da candidatura no caso de alterações fáticas ou jurídicas que afetem a inelegibilidade ou a elegibilidade do candidato e determinar a nulidade do diploma dos eleitos que venham a ser considerados inelegíveis após a posse.",PLS
"Altera a Lei nº 9.504, de 30 de setembro de 1997, para estabelecer limitações à veiculação de propaganda governamental, inclusive a de entidades da administração indireta, nos seis meses anteriores à eleição e para modificar a forma de distribuição do tempo de propaganda eleitoral no caso de coligações.",PLS
Dispõe sobre o Índice de Desenvolvimento da Educação Básica e sobre a obrigatoriedade de seu cálculo para todos os estabelecimentos de educação básica das redes pública e privada.,PLS
"Dispõe sobre o exercício da profissão de soprador, moldador e modelador de vidros e afins.",PLS
Dispõe sobre o contrato de distribuição com dependência econômica de uma das partes.,PLS
"Altera o Código de Processo Penal, para dispor sobre a identificação de cadáveres por meio de laudos periciais necropapiloscópicos, nas hipóteses de morte violenta, suspeita ou acidental.",PLS
"Altera as Leis nºs 7.998, de 11 de janeiro de 1990, e 8.213, de 24 de julho de 1991, para instituir o seguro-cheia, estabelecer a contagem do período das cheias de rios que prejudiquem as atividades agrícolas como tempo de contribuição para a Previdência Social e definir regras para a concessão de aposentadoria especial para os agricultores que se enquadrem nos requisitos do art. 3° da Lei n° 11.326, de 24 de julho de 2006.",PLS
"Altera a Lei nº 9.503, de 1997, para assegurar a liberdade de locomoção pelo território nacional, especialmente o trânsito pelas vias terrestres.",PLS
"Abre crédito extraordinário, em favor dos Ministérios das Relações Exteriores e da Defesa e de Encargos Financeiros da União, no valor de R$ 1.773.069.612,00, para os fins que especifica.",MPV
"Altera a Lei nº 12.800, de 23 de abril de 2013, que dispõe sobre as tabelas de salários, vencimentos, soldos e demais vantagens aplicáveis aos servidores civis, aos militares e aos empregados oriundos do ex-Território Federal de Rondônia integrantes do quadro em extinção de que trata o art. 85 da Lei nº 12.249, de 11 de junho de 2010, e dá outras providências.",MPV
"Altera a Constituição para assegurar a liberdade de locomoção pelo território nacional, especialmente o trânsito pelas vias terrestres.",PEC
"Acrescenta o §4º ao art. 46 da Constituição Federal, para determinar que os suplentes de Senador sejam eleitos mediante voto direto.",PEC
Altera o art. 38 da Constituição para permitir o exercício de atividades profissionais por detentores de mandato eletivo federal e estadual.,PEC
"Fixa as alíquotas do Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestação de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação (ICMS), nas operações e prestações interestaduais, institui compensação financeira para os Estados, o Distrito Federal e os Municípios, cria o Fundo de Desenvolvimento Regional – FDR, com a finalidade de financiar a execução de projetos de investimento com potencial efeito multiplicador sobre a região e dinamização da atividade econômica local, altera o inciso IV e revoga o inciso V do § 2º do art. 155 da Constituição Federal.",PEC
"Altera os arts. 37, 101, 104, 111-A, 119 e 123 da Constituição Federal, para estabelecer cotas para admissão e progressão funcional de pessoas de cada sexo no âmbito da administração pública.",PEC
"Acrescenta os §§ 13 e 14 ao art. 37 da Constituição Federal, para dispor sobre a publicidade dos órgãos públicos.",PEC
"Altera o inciso IV do art. 167 e acrescenta os §§3º, 4º e 5º ao art. 230 da Constituição Federal, para assegurar, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios, a destinação de recursos mínimos ao financiamento das ações e programas da Política Nacional do Idoso.",PEC
"Altera o inciso XXIX do art. 7º da Constituição Federal, para estabelecer que a prescrição incidente sobre o não-recolhimento dos valores destinados ao Fundo de Garantia do Tempo de Serviço (FGTS) é de trinta anos.",PEC
"Altera o art. 101 da Constituição Federal, para dispor sobre o processo de escolha e indicação dos Ministros do Supremo Tribunal Federal.",PEC
"Altera a Lei nº 10.865, de 30 de abril de 2004, para explicitar a permissão do desconto de créditos de PIS/PASEP - Importação e Cofins-Importação oriundos da importação de máquinas, equipamentos e outros bens incorporados ao ativo imobilizado, na hipótese de esses bens serem usados.",PLS
"Altera a Lei nº 9.787, de 10 de fevereiro de 1999, para determinar que a aquisição ou a dispensação de medicamento realizada no âmbito do Sistema Único de Saúde contemple prioritariamente os medicamentos fracionáveis.",PLS
"Modifica a Lei nº 8.213, de 24 de julho de 1991, a Lei nº 8.742, de 7 de dezembro de 1993, e a Lei nº 7.070, de 20 de dezembro de 1982, a fim de fixar prazo para realização do exame pericial a cargo do INSS.",PLS
"Institui a Política Nacional de Participação Social - PNPS e o Sistema Nacional de Participação Social - SNPS, e dá outras providências.",PLS
"Altera e a Lei nº 7.716, de 5 de janeiro de 1989, e o § 3º, do art. 140, do Código Penal, para punir os crimes resultantes de discriminação ou preconceito de orientação sexual ou identidade de gênero.",PLS
Altera a Consolidação das Leis do Trabalho para regular as operações de telemarketing ou atividades de teleatendimento.,PLS
"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para aumentar, na educação básica, a frequência mínima exigida para aprovação.",PLS
"Altera a Lei nº 9.656, de 3 de junho de 1998, para disciplinar a hipótese de tratamento experimental como justificativa à negativa de cobertura por planos de saúde.",PLS
"Altera a Lei nº 11.101, de 9 de fevereiro de 2005, para denominá-la Lei ""Senador Ramez Tebet"".",PLS
"Insere parágrafo no art. 121 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, para agravar a pena do homicídio, quando for praticado contra agente do sistema de segurança pública, em razão de sua função.",PLS
"Altera a Lei nº 3.999, de 15 de dezembro de 1961, para fixar o piso salarial dos médicos e cirurgiões-dentistas e excluir do âmbito de aplicação da lei os auxiliares laboratorista e radiologista.",PLS
"Altera o art. 982 da Lei nº 5.869, de 11 de janeiro de 1973 (Código de Processo Civil), para ampliar o inventário e a partilha extrajudiciais nas hipóteses em que houver testamento.",PLS
"Altera as Leis nºs. 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação), e 12.842, de 10 de julho de 2013, que dispõe sobre o exercício da Medicina, para dispor acerca da revalidação simplificada de diplomas de cursos de graduação em medicina expedidos para brasileiros, por instituições de ensino superior sediadas no Estado Plurinacional da Bolívia, e sobre o exercício profissional de seus portadores.",PLS
"Altera o art. 48 da Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para estender a universidades privadas e centros universitários, públicos ou privados, a revalidação de diplomas de graduação expedidos por universidades estrangeiras.",PLS
"Altera a Lei n° 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para definir critérios de mérito no processo de gestão democrática do ensino público.",PLS
Declara Lupicínio Rodrigues Patrono da Música Popular Brasileira.,PLS
Torna obrigatória a disponibilização de tecnologia antifurto nos aparelhos celulares do tipo smartphone.,PLS
"Altera o art. 73 da Lei nº 9.504, de 30 de setembro de 1997, para determinar a proibição do uso pelo chefe do Poder Executivo das sedes de Governo na propaganda eleitoral.",PLS
"Regulamenta os incisos I e II do art. 52 da Constituição Federal, dispondo sobre o processo e julgamento dos crimes de responsabilidade do Presidente, do Vice-Presidente da República, dos Ministros de Estado e dos Comandantes da Marinha, do Exército e da Aeronáutica, nos crimes da mesma natureza conexos com aqueles, do Procurador-Geral da República, do Advogado-Geral da União, dos membros do Conselho Nacional de Justiça, do Conselho Nacional do Ministério Público e dos Ministros do Supremo Tribunal Federal.",PLS
"Acrescenta parágrafo ao art. 236 do Código Eleitoral, para determinar hipóteses de prisão.",PLS
"Disciplina o exercício do direito de greve dos servidores públicos, previsto no inciso VII do art. 37 da Constituição Federal.",PLS
"Estabelece a obrigatoriedade da publicação de informações acerca da qualidade do produto nos rótulos das embalagens de café torrado em grão, torrado moído e solúvel.",PLS
"Altera a Lei nº 4.737, de 15 de julho de 1965 (Código Eleitoral), para definir critérios para a composição de órgãos colegiados da Justiça Eleitoral.",PLS
"Altera o art. 15 da Lei nº 9.492, de 10 de setembro de 1997, para excluir a possibilidade de intimação por edital, no procedimento de protesto de títulos e outros documentos de dívida, do devedor que, embora resida em localidade não compreendida pela competência territorial do respectivo cartório, possua endereço certo e conhecido.",PLS
"Altera o art. 12 e revoga o art. 13, ambos da Lei nº 9.492, de 10 de setembro de 1997, para prever que o prazo para registro de protesto de títulos e outros documentos de dívida se inicia com a intimação do devedor.",PLS
"Altera a Lei nº 12.485, de 12 de setembro de 2011, para inserir o conceito de Rede Nacional e Estação de Abrangência Nacional e estabelecer obrigação de carregamento de seus sinais a todos os usuários independentemente da tecnologia.",PLS
"Altera a Lei nº 7.853, de 24 de outubro de 1989, que dispõe sobre o apoio às pessoas portadoras de deficiência, sua integração social, sobre a Coordenadoria Nacional para Integração da Pessoa Portadora de Deficiência, institui a tutela jurisdicional de interesses coletivos ou difusos dessas pessoas, disciplina a atuação do Ministério Público, define crimes, e dá outras providências, para prever a criação do Cadastro Nacional das Pessoas com Deficiência.",PLS
"Altera a Lei Complementar nº 64, de 1990, para determinar a desincompatibilização do servidor público candidato seis meses antes da data das eleições.",PLS
"Altera a Lei nº 9.504, de 30 de setembro de 1997, para alterar a data em que as convenções partidárias destinadas a escolher os candidatos às eleições podem ser realizadas.",PLS
"Altera o art. 73 da Lei nº 9.504, de 30 de setembro de 1997, que estabelece normas para as eleições, para ampliar, de três para seis meses, o prazo correspondente à vedação a pronunciamentos de agentes públicos em cadeia de rádio e televisão nos meses que antecedem a eleição.",PLS
"Altera o Decreto-Lei nº 340, de 22 de dezembro de 1967, que acrescenta disposições disciplinadoras ao Decreto-Lei nº 288, de 28 de fevereiro de 1967, e dá outras providências, para alterar as vedações aplicáveis aos incentivos fiscais vigentes na Zona Franca de Manaus.",PLS
"Altera a Lei nº 9.504, de 30 de setembro de 1007, para instituir o financiamento público exclusivo de campanha.",PLS
"Acrescenta art. 26-A à Lei nº 9.096, de 19 de setembro de 1995, para prever a perda de mandato por desfiliação partidária sem justa causa e cancelamento da filiação partidária por parte dos órgãos dirigentes do partido .",PLS
"Altera os arts. 13 e 41-A da Lei nº 9.096, de 19 de setembro de 1995, para instituir a cláusula de desempenho para partidos políticos.",PLS
"Altera a Lei nº 10.858, de 13 de abril de 2004, para dispor sobre a oferta de protetores solares a baixo custo para a população.",PLS
"Acrescenta parágrafos aos arts. 114 e 123 da Lei nº 7.210, de 11 de julho de 1984 (Lei de Execução Penal), para estabelecer a necessidade de avaliação psicológica para a progressão ao regime aberto e para a saída temporária, nos casos que especifica.",PLS
"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal – para prever o crime de ameaça qualificada.",PLS
"Altera a Lei nº 9.433, de 8 de janeiro de 1997, que institui a Política Nacional de Recursos Hídricos, para garantir a reprodução das cheias naturais a jusante dos reservatórios operados por agentes públicos e privados.",PLS
Dispõe sobre a revitalização da bacia hidrográfica do rio São Francisco e o incentivo às atividades econômicas dependentes de seus recursos hídricos.,PLS
"Acrescenta o inciso VI e o § 2º ao art. 18 da Lei nº 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto e dá outras providências, para determinar a obrigatoriedade das entidades do Sistema Nacional de Desporto prestarem contas ao Tribunal de Contas da União da aplicação de recursos públicos federais.",PLS
"Altera a Lei nº 11.977, de 7 de julho de 2009, que dispõe sobre o Programa “Minha Casa, Minha Vida”, para determinar que não pode ser negado o crédito imobiliário devido a restrições junto a banco de dados de proteção ao crédito, a mutuários que contem com a garantia do Fundo Garantidor da Habitação Popular.",PLS
"Altera as Leis nº 9.718, de 27 de novembro de 1998; 10.637, de 30 de dezembro de 2002; e 10.833, de 29 de dezembro de 2003, para excluir da base de cálculo da Contribuição para o PIS/PASEP e da Cofins as receitas decorrentes da prestação de serviços de telecomunicações, de saneamento básico, e de fornecimento de energia elétrica a consumidores localizados em Município com índice de desenvolvimento humano igual ou inferior a oitenta por cento do índice médio brasileiro.",PLS
Dispõe sobre o tempo de espera por atendimento médico em serviços de urgências e emergências em saúde.,PLS
"Altera a Lei nº 12.842, de 10 de julho de 2013, que dispõe sobre o exercício da Medicina, para modificar as atividades privativas de médico.",PLS
"Acrescenta o § 2º ao art. 15- A da Lei nº 9.096, de 19 de setembro de 1995, acrescenta o § 5º ao art. 22 da Lei 9.504 de 30 de setembro de 1997, e altera o inciso XI do art. 649 da Lei 5.869, de 11 de janeiro de 1973- Código de Processo Civil.",PLS
Dispõe sobre a sociedade anônima simplificada.,PLS
"Dispõe sobre o procedimento para a criação, a incorporação, a fusão e o desmembramento de Municípios, nos termos do § 4º do art. 18 da Constituição Federal; altera a Lei nº 5.172, de 25 de outubro de 1966; e dá outras providências.",PLS
