Row429;controladoria empresarial;discutir teoria e simular a pratica na aplicacao de penalidades administrativas 
Row430;ambientes de redes de ti;capacitar as equipes de atendimento de o nivel nos recursos referente ao controlador de dominio livre e arquivamento remoto da rede local serprorl 
Row431;ambientes de redes de ti;capacitar as equipes de atendimento de o nivel nos recursos referente ao controlador de dominio livre e arquivamento remoto da rede local serprorl 
Row432;controladoria empresarial;fornecer conhecimentos e abordar aspectos relevantes quanto a atuacao da controladoria em atividades gerenciais legais e de controle interno bem como no que diz respeito a como a controladoria pode participar em todas as etapas do processo de gestao dizendo ainda da efetividade de participacao da controladoria na estrategia tocando tambem acerca da a utilizacao do balanced scorecard e gestao de riscos trara ainda sobre as ferramentas de controladoria para planejamento operacional e para atividades de execucao e controle sobre a definicao do sistema de custos e do metodo de custeio vantagens e desvantagens abordando a integracao das politicas contabeis custos orcamentos e avaliacao de desempenho 
Row433;transparencia e etica;ao final deste modulo espera se que o participante seja capaz de compreender o conceito de controle da administracao publica quais os tipos existentes e sua importancia conhecer o que e controle e as formas como ele acontece no estado brasileiro diferenciar controle social de controle institucional conscientizar se da importancia da participacao do cidadao no acompanhamento da gestao dos recursos publicos durante a execucao das politicas publicas conhecer o controle institucional no brasil reconhecer quais sao os atores do controle institucional e conhecer suas competencias conhecer as possibilidades de interacao da sociedade com esses atores conhecer os mecanismos de controle social existentes no brasil conceituar controle social e as suas caracteristicas quando de iniciativa do ente publico e quando de iniciativa da sociedade conhecer as oportunidades de controle social que sao criadas por iniciativa do ente publico 
Row434;gestao integrada de servicos;aprimorar a capacitacao tecnologica da equipe 
Row435;centro de dados;apresentar as principais funcionalidades do control m divulgar o e mail lista cdspctm grupos serpro gov br como canal para centralizacao de duvidas sobre a ferramenta
Row436;inovacao de ti;familiarizar inteiramente com o fenomeno abrir se para a inovacao reinvencao e estreitar seus lacos para superarem juntas os desafios e usufruirem das enormes possibilidades que se abrirao com a revolucao digital este e o objetivo principal deste evento discutir esta relacao e encontrar caminhos juntos 
Row437;desenvolvimento de solucoes;apresentar definicoes acerca do tema qualidade do produto e divulgar resultados de questionario aplicado sobre o mesmo tema propiciar a integracao e a troca de conhecimentos atraves de discussoes e exposicoes 
Row438;gestao de pessoas;a palestra visa proporcionar aos empregados um espaco de dialogo sobre saude preventiva no qual eles possam realizar criticas sugestoes e tirar duvidas de assuntos afetos ao plano de saude o evento tem o proposito de aproximar os beneficiarios dos gestores do pas serpro caracteristica tipica de uma autogestao 
Row439;educacao corporativa;capacitar metodologicamente docentes e tutores para criacao disponibilizacao e uso de videoaulas na pratica ensino presencial ou a distancia 
Row440;desenvolvimento de solucoes;aprender como implementar um cadastro de uma aplicacao web usando a linguagem de programacao php com o auxilio do zend framework 
Row441;gestao de pessoas;trocar experiencia e conhecimento entre os participantes sobre criatividade 
Row442;seguranca da informacao;apresentar conceitos relacionados a geracao e uso de chaves criptograficas e configuracao de ambiente com uso de criptografia 
Row443;seguranca da informacao;gerar oportunidade de troca de experiencias entre seus convidados atraves do compartilhamento de boas praticas estrategias e desafios que permeiam o setor 
Row444;desenvolvimento de solucoes;capacitar o publico alvo no conceito de desenvolvimento web sob a otica de design responsivo 
Row445;responsabilidade social;apresentar uma discussao sobre diversidade e inclusao e expor como lidar com situacoes diversas que envolvem a educacao dos filhos para a inclusao e a importancia de se conviver bem com as diferencas 
Row446;aquisicoes e contratacoes;disseminar o novo entendimento acerca da instrucao normativa n conta vinculada em especial no tocante aos servicos de terceirizacao propiciando uma melhoria no processo de aquisicoes a partir da formacao continuada 
Row447;desenvolvimento de solucoes;ao final de cada evento de preparo os participantes que ja foram previamente treinados nos modulos processo e ferramentas conhecerao os aspectos culturais e comportamentais relacionados a internalizacao da nova forma de trabalho proposta pelo uno 
Row448;desenvolvimento de solucoes;objetivo fornecer conhecimentos basicos aos participantes para realizar a construcao adaptacao de paginas web com recursos de acessibilidade as pessoas com necessidade especial 
Row449;aquisicoes e contratacoes;apresentar o assunto licitacoes publicas de forma didatica demonstrando a essencia do processo para que o aluno veja sentido no seu trabalho e ao final tenha a visao adequada sobre o que e a area de compras na administracao publica 
Row450;gestao integrada de servicos;focar na instalacao configuracao e administracao do sistema linux ubuntu server na sua versao lts 
Row451;gestao de pessoas;capacitar os empregados da supgp a registrarem sua frequencia diaria no siscopweb
Row452;riscos empresariais;este curso tem como objetivo principal apresentar os conhecimentos necessarios para que o profissional de qualquer area de formacao faca a analise dos riscos de modo a implantar e manter um sistema de gerenciamento de riscos adequado e eficaz 
Row453;riscos empresariais;adquirir conhecimentos acerca da lei que preve a responsabilizacao civil e administrativa de pessoas juridicas pela pratica de atos lesivos ao patrimonio publico 
Row454;gestao empresarial;apresentacao e o exercicio de uma metodologia para o estabelecimento de indicadores que irao compor um sistema de medicao do desempenho institucional 
Row455;comunicacao e marketing;informar sobre os aspectos fundamentais de propriedade intelectual incluindo a legislacao e estudos de caso brasileiros 
Row456;riscos empresariais;desenvolver competencias que possibilitem a conformidade das unidades do mf aos requisitos da instrucao normativa conjunta cgu mp que estabeleceu a obrigatoriedade de que os orgaos e entidades do poder executivo federal adotem medidas para a sistematizacao de praticas relacionadas a gestao de riscos aos controles internos e a governanca 
Row457;aquisicoes e contratacoes;formalizar o contrato administrativo de acordo com as normas aplicaveis promover as alteracoes contratuais necessarias dentro dos limites fixados em lei manter o equilibrio economico financeiro do contrato ou reequilibra lo conforme o caso identificar a conveniencia ou obrigacao de rescindir ou anular o contrato administrativo aplicar sancoes administrativas pelo descumprimento do contrato 
Row458;juridico;o aluno sera capaz de utilizar o sistema juridico do serpro sijus essencial para controle gestao e desenvolvimento das atividades da consultoria juridica do serpro 
Row459;responsabilidade social;promover um espaco para reflexao e debate sobre a importancia da resiliencia e da busca pelo sentido da vida em meio a cenarios adversos 
Row460;gestao integrada de servicos;apresentar os procedimentos tecnicos de customizacao e geracao da midia live no ubuntu utilizado no serpro 
Row461;governanca de ti;espera se que ao final do curso os alunos tenham uma visao geral sobre dados abertos dados abertos conectados e suas potenciais aplicacoes tenham conhecimentos necessarios para modelar publicar e consumir dados abertos de maneira estruturada e sistematica entendam o processo de disponibilizacao abertura de conjuntos de dados de maneira estruturada por meio de ontologias tenham conhecimentos sobre as diversas tecnologias da web semantica e suas potencialidades desenvolvam habilidades para utilizar as tecnologias da web semantica tanto na disseminacao dos dados quanto para criacao de aplicativos simples 
Row462;governanca de ti;troca de conhecimento e experiencia sobre os desafios do processo de dados abertos e iniciativas para cidades inteligentes
Row463;inovacao de ti;apresentar de forma objetiva e pratica os principais conceitos e metodos utilizados em data analytics contemplando as areas de data mining predictive analytics text analytics e big data analytics mostrar como as tecnologias acima podem ser usadas num contexto de business intelligence e como elas podem ajudar a extrair informacoes valiosas a partir de um acervo de dados 
Row464;inovacao de ti;aperfeicoar os analistas de negocio do coaf no processo de descoberta de dados para analise e geracao de visoes gerenciais 
Row465;centro de dados;aperfeicoar os procuradores da pgfn no processo de coleta de dados para sua analise e geracao de relatorios gerenciais 
Row466;centro de dados;capacitar os participantes a administrar bancos de dados db conhecer ambiente db performance em nossos projetos em maniframe que envolvam esse banco de dados com este treinamento os alunos aprenderao a desenvolver projetos com melhor utilizacao do db e a melhorar sistemas e programas ja existentes 
Row467;centro de dados;capacitar os participantes a administrar bancos de dados db conhecer ambiente db performance em nossos projetos em maniframe que envolvam esse banco de dados com este treinamento os alunos aprenderao a desenvolver projetos com melhor utilizacao do db e a melhorar sistemas e programas ja existentes 
Row468;centro de dados;capacitar os participantes a administrar bancos de dados db conhecer ambiente db performance em nossos projetos em mainframe que envolvam esse banco de dados com este treinamento os alunos aprenderao a desenvolver projetos com melhor utilizacao do db e a melhorar sistemas e programas ja existentes 
Row469;centro de dados;capacitar os participantes a administrar bancos de dados db conhecer ambiente db performance em nossos projetos em mainframe que envolvam esse banco de dados com este treinamento os alunos aprenderao a desenvolver projetos com melhor utilizacao do db e a melhorar sistemas e programas ja existentes 
Row470;inovacao de ti;abordar temas como seguranca sdn virtualizacao cloud data center iot entre outros que sao relacionados as atividades com o cliente 
Row471;tecnologia da informacao;disseminar conhecimentos em arquitetura e tecnologia 
Row472;tecnologia da informacao;disseminar conhecimentos em arquitetura e tecnologia 
Row473;transparencia e etica;compartilhar melhores praticas de implementacao de sistemas e mecanismos internos e externos de integridade e transparencia eficazes 
Row474;gestao de pessoas;o trabalho a ser desenvolvido na capacitacao permitira que os participantes reflitam sobre os casos cotidianos da area de saude e sistematizem conhecimentos a respeito dos temas abordados com o objetivo de propiciar um conhecimento critico acerca dessas vivencias de modo que os participantes ao final estejam aptos a reconhecer analisar e preencher corretamente os documentos de saude utilizados para apreciacao superior objetivos especificos compreender e discutir os conceitos de decisao administrativa resumo gerencial e notas tecnicas da area de saude estimular o desenvolvimento do pensamento critico com o intuito de facilitar a interpretacao das demandas para a correta alocacao dos casos nos respectivos documentos desenvolver a aprendizagem significativa dos temas a fim de facilitar a identificacao das lacunas e possiveis falhas nos processos 
Row475;tecnologia da informacao;formacao em deep learning 
Row476;tecnologia da informacao;conhecimento em deep learning 
Row477;tecnologia da informacao;conhecimento em deep learning 
Row478;seguranca da informacao;contribuir a conscientizacao e fornecer conhecimentos aos participantes acerca do tema engenharia social 
Row479;gestao de negocios e clientes;o objetivo do curso defesa do usuario e simplificacao e abordar a nova sistematica e os procedimentos para o atendimento aos usuarios trazidos pela lei no codigo de defesa do usuario de servicos publicos e pelo decreto no decreto federal sobre simplificacao que devem ser seguidos pelas ouvidorias publicas e demais setores do poder publico
Row480;desenvolvimento de solucoes;preparar desenvolvedores para criarem aplicacoes web modernas utilizando html rest e demoiselle 
Row481;desenvolvimento de solucoes;atraves de pesquisa de interesses tecnologicos identificamos a necessidade de organizar palestra sobre angularjs com o objetivo de aumentar o conhecimento tecnologico dos funcionarios do serpro no tema 
Row482;desenvolvimento de solucoes;realizar capacitacao tecnologica dos empregados dos departamentos de desenvolvimento do serpro para que possam criar servicos rest e implementar front ends com tecnologias web baseadas em javascript 
Row483;desenvolvimento de solucoes;preparar desenvolvedores para criarem aplicacoes web modernas utilizando demoiselle rest html e angular 
Row484;desenvolvimento de solucoes;estimular a pratica de conceitos e uso da ferramenta demoiselle behave com base nos modulos disponibilizados nessa ementa para atender necessidades especificas do publico alvo 
Row485;desenvolvimento de solucoes;pretende se que ao final do curso os alunos sejam capazes de instalar o ambiente de desenvolvimento do framework demoiselle utilizar o framework demoiselle para o desenvolvimento de aplicacoes em java para o ambiente web 
Row486;desenvolvimento de solucoes;verificar o nivel de conhecimento dos participantes em relacao as novas funcionalidades da versao do framework demoiselle 
Row487;educacao corporativa;a partir da apresentacao do demonstra capacitar o cliente interno e externo na utilizacao da ferramenta de forma que os usuarios possam ser capazes de construir demonstracoes de maneira autonoma 
Row488;educacao corporativa;a partir da apresentacao do demonstra capacitar o cliente interno e externo na utilizacao da ferramenta de forma que os usuarios possam ser capazes de construir demonstracoes de maneira autonoma 
Row489;educacao corporativa;apresentar a interface e funcionalidades da ferramenta demonstra de forma que o usuario seja capaz de montar e editar um tutorial e apresentar a sequencia de procedimentos para instalacao e configuracao dos plugins de forma que o usuario possam adota los nas atividades de preparacao e captura das telas que vao compor o tutorial 
Row490;educacao corporativa;apresentar a interface e funcionalidades da ferramenta demonstra de forma que o usuario seja capaz de montar e editar um tutorial e apresentar a sequencia de procedimentos para instalacao e configuracao dos plugins de forma que o usuario possam adota los nas atividades de preparacao e captura das telas que vao compor o tutorial 
Row491;educacao corporativa;apresentar a interface e funcionalidades da ferramenta demonstra de forma que o usuario seja capaz de montar e editar um tutorial e apresentar a sequencia de procedimentos para instalacao e configuracao dos plugins de forma que o usuario possam adota los nas atividades de preparacao e captura das telas que vao compor o tutorial 
Row492;educacao corporativa;capacitar os empregados do serpro e parceiros com acesso a rede serpro na utilizacao da ferramenta demonstra para criacao de tutoriais 
Row493;educacao corporativa;capacitar os empregados do serpro e parceiros com acesso a rede serpro na utilizacao da ferramenta demonstra para criacao de tutoriais 
Row494;gestao integrada de servicos;capacitar a rede de suporte em estacao de trabalho da supop na customizacao do sistema operacional windows geracao de imagens e na implantacao em estacoes de trabalho do ambiente interno e de clientes 
Row495;tecnologia da informacao;disseminar conhecimentos tecnicos especializados de softwares da plataforma wso api management jvm 
Row496;centro de dados;capacitar os participantes na definicao otimizacao e otimizacao e integracao de processos na supop a fim de estar preparada para implementar modelos dimensionais no ambiente pentaho
Row497;desenvolvimento de solucoes;auxiliar os primeiros passos com o novo modelo de trabalho proposto mais especificamente na arquitetura da aplicacao de forma pratica e objetiva focando nas boas praticas e tendencias do mercado 
Row498;desenvolvimento de solucoes;demonstrar o processo utilizado para se desenvolver aplicativos para dispositivos moveis utilizando o framework apache cordova 
Row499;desenvolvimento de solucoes;permitir aos participantes o entendimento e aplicacao do desenvolvimento agil de produtos e gerenciamento de requisitos 
Row500;desenvolvimento de solucoes;permitir aos participantes o entendimento e aplicacao do desenvolvimento agil de produtos e gerenciamento de requisitos 
Row501;desenvolvimento de solucoes;permitir aos participantes o entendimento e aplicacao do desenvolvimento agil de produtos e gerenciamento de requisitos 
Row502;desenvolvimento de solucoes;apresentar a perspectiva de desenvolvimento de software no ciclo agil moderno 
Row503;educacao corporativa;o compreender a importancia da area de t d dentro das estrategias da organizacao o desenvolver as competencias necessarias para sustentacao ao processo de educacao corporativa nas organizacoes o refletir sobre o papel do analista de t d nos processos de educacao corporativa o conhecer metodologias de ensino e aprendizagem no contexto de educacao para adultos andragogia o conhecer as etapas de um planejamento de t d diagnostico construcao de um treinamento e avaliacao de treinamento o conhecer os quatro niveis de avaliacao reacao aprendizagem comportamento e resultado 
Row504;desenvolvimento de solucoes;capacitar os alunos no desenvolvimento de paineis e dashboards utilizando as tecnologias de apresentacao de dados do pentaho cde cdf cda 
Row505;desenvolvimento de solucoes;capacitar os alunos no desenvolvimento de paineis e dashboards utilizando a ferramenta spotfire
Row506;desenvolvimento de solucoes;capacitar os alunos no desenvolvimento de paineis e dashboards utilizando a ferramenta spotfire 
Row507;desenvolvimento de solucoes;capacitar os alunos no desenvolvimento de paineis e dashboards utilizando a ferramenta spotfire 
Row508;desenvolvimento de solucoes;capacitar os alunos no desenvolvimento de paineis e dashboards utilizando a ferramenta spotfire 
Row509;desenvolvimento de solucoes;capacitar os empregados do serpro no desenvolvimento de paineis e dashboards utilizando a ferramenta spotfire 
Row510;desenvolvimento de solucoes;capacitar desenvolvedores do serpro para utilizar a ferramenta lotus notes e designer para dar manutencoes nos sistemas implementados nesta ferramenta 
Row511;desenvolvimento de solucoes;capacitar desenvolvedores do serpro para utilizar a ferramenta lotus notes e designer para dar manutencoes nos sistemas implementados nesta ferramenta 
Row512;desenvolvimento de solucoes;capacitar desenvolvedores do serpro para utilizar a ferramenta lotus notes para dar manutencoes nos sistemas implementados nesta ferramenta 
Row513;desenvolvimento de solucoes;capacitar os alunos no desenvolvimento de aplicacoes em net com enfase na linguagem c e na implementacao de web services 
Row514;desenvolvimento de solucoes;capacitar os desenvolvedores do despo para a utilizacao de testes automatizados e tdd em java 
Row515;desenvolvimento de solucoes;capacitar os participantes a desenvolverem aplicacoes android 
Row516;desenvolvimento de solucoes;capacitar desenvolvedores na utilizacao da linguagem natural 
Row517;gestao de pessoas;apresentar temas relacionados a entrada no mercado de trabalho e a atualizacao profissional 
Row518;desenvolvimento de solucoes;dar uma visao geral da criacao da construcao e implantacao do aplicativo sigepe mobile 
Row519;desenvolvimento de solucoes;capacitar os alunos no desenvolvimento de aplicacoes web utilizando asp net mvc 
Row520;desenvolvimento de solucoes;capacitar os alunos em desenvolvimento de frontend de sites e aplicacoes web utilizando html css javascript e jquery 
Row521;desenvolvimento de solucoes;preparar desenvolvedores para criarem aplicacoes web modernas utilizando html rest e demoiselle beta
Row522;desenvolvimento de solucoes;apresentar os conceitos basicos de ferramentas amplamente utilizadas no desenvolvimento de aplicacoes javascript serao apresentadas ferramentas para gerenciamento de pacotes e dependencias npm e bower automacao de tarefas gulp e npm e compilacao de css sass 
Row523;desenvolvimento de solucoes;aperfeicoar o desenvolvimento web em html e css com ferramentas que visam a automatizacao de tarefas 
Row524;desenvolvimento de solucoes;apresentar a metodologia de design clinic por meio de um estudo de caso para aplicacoes em projetos de desenvolvimento de interface de sistemas e sitios 
Row525;desenvolvimento de solucoes;debater os principais aspectos da programacao em par buscando esclarecer os aspectos mal compreendidos pelo senso comum sem a pretensao de esgotar o tema 
Row526;inovacao de ti;trocar conhecimento e experiencia entre os participantes sobre bitcoin e blockchain 
Row527;inovacao de ti;propiciar conhecimentos sobre a tecnologia blockchain e as diversas aplicacoes na area e ti 
Row528;inovacao de ti;relacionar a tecnologia e processos que estao mudando a manufatura no mundo todo 
Row529;educacao corporativa;ao final do curso o participante devera dominar os conceitos basicos sobre informatica abordando especificamente hardware software redes e internet 
Row530;seguranca da informacao;apresentar ao corpo funcional como as equipes tecnicas de seguranca atuam mediante as solicitacoes dos empregados e diante de ataques externos e internos em relacao a seguranca da informacao 
Row531;desenvolvimento de solucoes;disseminar a cultura devops em alinhamento com o projeto estrategico de automacao de centro de dados 
Row532;desenvolvimento de solucoes;conhecer mais sobre a cultura devops suas aplicacoes modalidades formas de implantacao a fim de trazer as melhores praticas para o cenario de serpro 
Row533;desenvolvimento de solucoes;capacitacao profissional tornar se interessante tecnicamente como recurso humano em acoes aonde a demanda no conteudo devops possa ser utilizado dentro das solucoes do serpro 
Row534;seguranca da informacao;trocar de conhecimento apresentado como o krav maga da seguranca o movimento devsecops visando envolver os times de seguranca em todas as etapas do desenvolvimento agil de aplicacoes 
Row535;aquisicoes e contratacoes;elucidar o entendimento sobre as contratacoes diretas e formacao de parcerias societarias na prestacao dos servicos finalisticos das empresas estatais a luz da nova lei 
Row536;gestao empresarial;promover a elevacao da sensibilizacao e engajamento das organizacoes para aperfeicoamento da governanca publica 
Row537;gestao de pessoas;propor um dialogo com empregadas e empregados do serpro sobre o enfrentamento a violencia contra a mulher e aos relacionamentos abusivos com foco no ambiente de trabalho 
Row538;seguranca da informacao;conhecimento da nova versao da ferramenta de firewall r suporte e otimizacoes 
Row539;gestao de pessoas;conscientizar os empregados sobre a pratica de ciclismo 
Row540;gestao integrada de servicos;informar esclarecer e conscientizar os analistas de requisitos do serpro acerca dos conceitos e boas praticas na escrita de historias de usuario 
Row541;gestao de pessoas;ao final do curso espera se que o participante adote habitos saudaveis que promovam uma melhoria na qualidade de vida tanto dentro quanto fora do trabalho 
Row542;educacao corporativa;capacitar os profissionais que atuam na area de seguranca saude e meio ambiente para utilizacao dos principios de didatica e oratoria adequados a promocao do ensino aprendizagem de modo significativo para adultos aprendizes 
Row543;responsabilidade social;conhecer os principais elementos do transito as formas e dicas para pilotar motocicletas com total seguranca 
Row544;juridico;ao final do curso o aluno devera esta atualizado em relacao a teoria geral do direito eleitoral 
Row545;responsabilidade social;conscientizacao para a reducao dos estigmas sofridos pelas mulheres
Row546;responsabilidade social;o curso tem como meta informar e dar conhecimento aos cidadaos sobre o codigo de defesa do consumidor bancario preparando os para lidar com as situacoes diante do seu atendimento e estar ciente dos seus direitos em relacao aos servicos oferecidos ou prestados pela instituicao bancaria 
Row547;gestao de pessoas;associacao entre o microbioma intestinal e a saude humana 
Row548;gestao integrada de servicos;aperfeicoamento de conhecimento em software livre 
Row549;responsabilidade social;informar e esclarecer o publico a respeito da diversidade de genero homofobia nas empresas e respeito as diferencas individuais 
Row550;tecnologia da informacao;iniciar os profissionais na tecnologia do docker o docker fornece uma camada adicional de abstracao e automacao de virtualizacao de nivel de sistema operacional no windows e no gnu linux ao final do curso o aluno devera ter compreendido como melhor utilizar a ferramenta docker de modo a facilitar as boas praticas dos processos funcionais da aplicacao 
Row551;tecnologia da informacao;o uso do docker como ferramenta para conteinerizacao de servicos 
Row552;tecnologia da informacao;treinar equipes da supcd para suportar os desenvolvedores que utilizam a plataforma estaleiro para a criacao de sistemas ao final do curso o aluno devera ter compreendido como melhor utilizar a ferramente docker de modo a facilitar as boas praticas dos processos funcionais da aplicacao 
Row553;tecnologia da informacao;capacitar colaboradores do corpo funcional ligados a administracao de infraestrutura e integradores de forma que estes passem a conhecer de forma avancada o servico de virtualizacao de containers docker tornando os capazes para aplicar o conhecimento adquirido em suas areas de atuacao 
Row554;tecnologia da informacao;promover o entendimento da ferramenta docker focando no contexto do serpro 
Row555;tecnologia da informacao;repassar conhecimentos introdutorios sobre plataforma docker 
Row556;organizacao da informacao empresarial;capacitar empregados envolvidos com o projeto de documentos digitais de entrada de processos sejam eles automatizados integral ou parcialmente oportunizando o compartilhamento de conhecimentos relativos ao tema bem como fomentando a discussao acerca das tecnicas que sao passiveis de emprego no projeto de relatorios 
Row557;organizacao da informacao empresarial;ao final da acao educacional o aluno estara apto a atuar e aplicar o conhecimento basico sobre o tema documentos e gestao documental
Row558;desenvolvimento de solucoes;praticar aprender e ensinar a usar componente de autorizacao e autenticacao alem de combinar o uso com jwt um caso de uso especifico do sistema sera usado atraves de uma metodologia pragmatica para melhorar as habilidades de programacao e de trabalho em time 
Row559;desenvolvimento de solucoes;o principal objetivo e praticar aprender e ensinar tecnicas de design de arquitetura em java em um caso de uso de sistema especifico atraves de uma metodologia pragmatica para melhorar as habilidades de programacao e de trabalho em time 
Row560;desenvolvimento de solucoes;o principal objetivo e praticar aprender e ensinar tecnicas de angular em um caso de uso de sistema especifico atraves de uma metodologia pragmatica para melhorar as habilidades de programacao e de trabalho em time 
Row561;gestao de pessoas;repassar como a orientacao postural pode influencia nas emocoes e na qualidade de vida execucao de alguns exercicios de laboral que visam diminuir problemas de saude relativos a ergonomia no ambiente de trabalho 
Row562;desenvolvimento de solucoes;todo software passa por algum tipo de manutencao ao longo de sua vida por isso e bom ter uma ferramenta para nos ajudar a criar programas faceis de manter e o que zend framework faz para a linguagem de programacao php usando o paradigma da orientacao a objetos zend framework e um framework de codigo aberto para o desenvolvimento de aplicacoes e servicos web com php que segue uma filosofia de componentes use quando quiser nesta palestra mostraremos qual e o caminho a ser seguido para partir de simples scripts php para complexas aplicacoes orientadas a objeto com re uso de componentes 
Row563;gestao de pessoas;o curso tem como meta informar e dar conhecimento sobre os disturbios osteomusculares relacionados ao trabalho dort e lesoes por esforcos repetitivos ler alertando em relacao as causas e orientando sobre as principais formas de prevencao 
Row564;gestao tributaria;o treinamento e focado nas empresas tributadas pelo lucro real e tem como objetivo preparar os profissionais para entregar a ecf lucro real com seguranca e eficacia de acordo com a legislacao do irpj csll aplicavel 
Row565;educacao corporativa;capacitar os participantes para criacao e edicao de imagens voltadas para aplicacoes web 
Row566;educacao corporativa;conhecer o historico e a evolucao da educacao a distancia sua vantagens e desvantagens e m relacao ao ensino formal e aprender a desenvolver projetos pedagogicos para cursos distancia 
Row567;educacao corporativa;conhecer a experiencia da universidade corporativa do banco do brasil e o know how do palestrante com relacao a educacao corporativa e temas vinculados tais como desenvolvimento de competencias engajamento e motivacao do publico alvo novos formatos e tecnologias educacionais 
Row568;educacao corporativa;ao final da acao educacional o aluno estara apto a atuar e aplicar o conhecimento basico obtido sobre educacao corporativa 
Row569;responsabilidade social;apresentar os conceitos de educacao financeira patrimonio pessoal planejamento de investimentos financeiros e de oportunidades apos aposentadoria 
Row570;responsabilidade social;contribuir com a sensibilizacao a respeito da cultura da gestao das financas pessoais 
Row571;gestao tributaria;contribuir para a construcao de uma concepcao de cidadania fiscal fundada nos preceitos constitucionais dentro da perspectiva do modelo de estado democratico de direito 
Row572;gestao tributaria;proporcionar conhecimento relativos aos aspectos fiscais da atuacao do governo a partir da compreensao dos elementos essenciais da gestao orcamentaria publica 
Row573;educacao corporativa;apresentar orientacoes e conhecimentos para a elaboracao dos artigos que irao compor o anuario de inteligencia serpro 
Row574;gestao empresarial;capacitar os participantes a elaborar indicadores de desempenho visando mensurar o desempenho estrategico das organizacoes 
Row575;governanca de ti;capacitar os alunos quanto ao desenvolvimento do plano diretor de ti pdti para uma organizacao e quanto a compreensao dos aspectos e processos basicos de implementacao do pdti em organizacoes publicas e privadas 
Row576;aquisicoes e contratacoes;capacitar servidores que atuam na area de licitacoes e contratos de servicos de mao de obra na elaboracao analise e julgamento da planilha de custo para cumprirem e praticarem suas atividades em conformidade com a legislacao e jurisprudencias dos tribunais superiores 
Row577;governanca de ti;gerar conhecimentos quanto a elaboracao do plano de dados abertos pda documento que orienta as acoes de implementacao e promocao de abertura de dados da instituicao de forma a contribuir com o aumento da disseminacao de dados e informacoes para a sociedade alem de melhorar a qualidade dos dados disponibilizados 
Row578;desenvolvimento de solucoes;capacitar area de desenvolvimento em como elaborar o documento prd planilha de requisitos dimensionais essencial para o mapeamento microstrategy
Row579;gestao de negocios e clientes;fornecer conhecimentos e orientacoes a elaboracao de proposta comercial conforme as normas e modelo de negocio vigentes considerando os produtos e servicos oferecidos pela empresa 
Row580;transparencia e etica;capacitar empregados designados em comissoes de sindicancia e pad 
Row581;aquisicoes e contratacoes;aprimorar os conhecimentos dos participantes acerca de contratos administrativos preparando os para atuarem com sucesso na preparacao gestao e controle dos procedimentos relacionados a gestao dos contratos administrativos assim como entender as peculiaridades desses instrumentos apoiado em doutrina e jurisprudencia atualizadas nas melhores tecnicas e numa visao pratica do problema 
Row582;inovacao de ti;explicar e definir como utilizar o servidor de buscas distribuido elasticsearch baseado no apache lucene sua arquitetura como indexar documentos e quais os tipos de busca 
Row583;inovacao de ti;apresentar experiencias com a ferramenta 
Row584;governanca de ti;este curso tem como objetivo introduzir o conceito e a importancia da acessibilidade na web bem como apresentar praticas de desenvolvimento web acessivel para conteudistas a base deste curso e o documento emag modelo de acessibilidade em governo eletronico 
Row585;governanca de ti;este curso tem como objetivo introduzir o conceito e a importancia da acessibilidade na web bem como apresentar praticas de desenvolvimento web acessivel para desenvolvedores a base deste curso e o documento emag modelo de acessibilidade em governo eletronico 
Row586;centro de dados;para parceiros e clientes que desejam conhecer a teoria de funcionamento comandos basicos funcionalidade caracteristicas relacionadas ao ambiente san este curso prove o conhecimento de hardware software operacao e administracao voce ira aprender como usar este subsistema para extrair a melhor funcionalidade agregando facil gerencia com relatorios gerenciais e de performance 
Row587;gestao empresarial;possibilitar ao aluno ter uma visao geral da gestao de performance conhecer e acessar a aplicacao definir as metricas de interesse e escolher a melhor maneira de representa las graficamente em relatorios customizados 
Row588;gestao integrada de servicos;aprimorar conhecimentos em software livre 
Row589;aquisicoes e contratacoes;discutir as mudancas e os impactos da lei no nas licitacoes e nos contratos das estatais buscando elucidar as principais questoes sobre o assunto 
Row590;comunicacao e marketing;oconhecer o endomarketing como ferramenta para promover o engajamento dos funcionarios em relacao aos objetivos da organizacao ointegrar os funcionarios do serpro das areas intervenientes na formulacao e desenvolvimento das acoes de endomarketing e fortalecer essa parceria odiscutir coletivamente os desafios para implementacao das acoes de endomarketing no serpro e opensar em conjunto as possibilidades das acoes de endomarketing no serpro 
Row591;comunicacao e marketing;capacitar os participantes com conhecimentos de endomarketing como ferramenta diferenciada para oferecer subsidios aos alunos dando a eles instrumentos necessarios para agregar valor ao sistema organizacional dos quais fazem parte os servidores
Row592;seguranca da informacao;monitor maintain and troubleshoot a symantec endpoint protection environment o upgrade the symantec endpoint protection environment o use best practices when troubleshooting and remediating a virus outbreak o automate functionality with rest apis and integrate symantec endpoint protection with rd party applications 
Row593;gestao de pessoas;conhecer a ferramenta eneagrama para autoconhecimento e construcao de um modelo de relacionamento pessoal e entre equipes em busca de contribuir para melhoria das posturas e das relacoes interpessoais na empresa 
Row594;gestao de pessoas;tornar os participantes aptos a conhecer a ferramenta eneagrama 
Row595;responsabilidade social;pesquisa aplicacao e a difusao do conhecimento sobre energia solar como opcao ambientalmente sustentavel 
