NÚMERO CONVÊNIO,NOME MUNICÍPIO,OBJETO DO CONVÊNIO,NOME ÓRGÃO SUPERIOR
824411,CAMPO LARGO DO PIAUI,"Promover acoes de educacao em saude ambiental no municipio de Campo Largo do Piaui, a fim de propiciar condicoes de maior participacao na defesa da qualidade de vida, da promocao da saude publica e do meio ambiente.",Ministério da Saúde
824413,LAPA,"Educacao em Saude e Sustentabilidade com a populacao da Area Remanescente Quilombola Vila Esperanca, Lapa  PR.",Ministério da Saúde
824415,VERA CRUZ,Educacao em Saude Ambiental: sustentabilidade e qualidade de vida.,Ministério da Saúde
824458,MARINGA,Aquisicao de Equipamentos para as unidades de recuperacao de reciclaveis.,Ministério da Saúde
824518,VILA VELHA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824649,LAGOA DE SAO FRANCISCO,Implantacao de melhorias habitacionais para o Controle de Doencas de Chagas,Ministério da Saúde
824691,LONDRINA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824839,ANAPOLIS,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824852,CURVELO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824854,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824858,PIUMHI,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824892,ESTRELA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824893,BELO HORIZONTE,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824894,PARAI,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824895,CARIUS,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824896,ANAPOLIS,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824897,ARACAJU,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824900,BARRETOS,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824901,MATUPA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824902,CAMPOS DOS GOYTACAZES,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824903,CARUARU,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824904,CANTAGALO,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824924,GOVERNADOR VALADARES,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824931,ITAJUBA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824945,CAMBE,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
824964,ABAETETUBA,"Realizacao de acoes de educacao em saude ambiental destinadas aos profissionais da area de saude e educacao, visando o fortalecimento da rede de vigilancia em Saude ambiental no municipio de Abaetetuba, com enfase nas areas rurais e naquelas com populacoes remanescentes de quilombos.",Ministério da Saúde
824970,CAICO,"Construcao de 310 (trezentos e dez) Cisternas em concreto armado, formato octogonal, padrao FUNASA, com capacidade de armazenamento de 16.000 (dezesseis mil) litros de agua para beber, inclusive sistema de captacao da agua da chuva. As Cisternas serao construidas na Zona Rural do municipio de CAICO/RN, conforme Lista de Beneficiarios anexada a Proposta. As obras serao executadas no prazo maximo de 150 (cento e cinque",Ministério da Saúde
825022,TRINDADE,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825023,BELO HORIZONTE,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825031,BALSAS,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825043,NITEROI,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825049,CIPO,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825051,ESTRELA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825053,SAO PAULO,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825056,SAO PAULO,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825058,BARRETOS,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825120,ARAGUAINA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825122,BELO HORIZONTE,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825123,BELO HORIZONTE,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825125,VARGEM GRANDE DO SUL,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825127,TERRA RICA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825129,PARANAIGUARA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825130,TERESINA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825131,JUIZ DE FORA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825133,TERESINA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825135,SILVANIA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825136,PINDORAMA DO TOCANTINS,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825138,JI-PARANA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825156,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825160,BOM JESUS,"Implantacao de Sistema de Abastecimento de Agua nas localidades: Eugenopolis, Bacaba, Couve, Sape e Tamboril, zonas rurais do municipio de Bom Jesus-Pi.",Ministério da Saúde
825161,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825165,AMONTADA,"Implantacao de Sistema de Abastecimento de Agua nas Localidades de Moitas e Icarai, no Municipio de Amontada/CE.",Ministério da Saúde
825275,CIDADE GAUCHA,"Implantacao de Sistema de Abastecimento de Agua nas comunidades rurais: (1) Palmital e (2) Santa Monica, no municipio de Cidade Gaucha, estado do Parana.",Ministério da Saúde
825370,MACEIO,MANUTENCAO DE UNIDADE DE SAUDE,Ministério da Saúde
825375,GOVERNADOR VALADARES,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825380,BELO HORIZONTE,MANUTENCAO DE UNIDADE DE SAUDE,Ministério da Saúde
825387,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825391,SAO JOSE DOS CAMPOS,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825414,MARICA,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825416,JUIZ DE FORA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825418,PASSO FUNDO,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825420,CARIRIACU,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825421,CACADOR,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825423,CARAGUATATUBA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825424,CAMPO GRANDE,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825427,BRASILIA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825430,SAO LUIS DE MONTES BELOS,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825435,RIO VERDE,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825439,CANUDOS,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825449,CATU,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825451,JUIZ DE FORA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825453,MARILENA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825454,PEROLA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825457,PIUM,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825458,SAO FRANCISCO DE ITABAPOANA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825460,TACARATU,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825464,CRISTALANDIA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825467,CEREJEIRAS,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825471,UMUARAMA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825472,SAO PAULO,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825672,QUIXERAMOBIM,IMPLANTACAO DO SISTEMA DE ABASTECIMENTO DE AGUA NA ZONA RURAL DO MUNICIPIO DE QUIXERAMOBIM-CE.,Ministério da Saúde
825673,IBIAPINA,"Implantacao de Sistema de Abastecimento de Agua em diversas localidades, no municipio de Ibiapina-CE",Ministério da Saúde
825677,TERESINA,Implantacao de Sistemas de Captacao e Armazenamento de Agua de Chuva - Cisternas,Ministério da Saúde
825678,SAO MATEUS DO SUL,Implantacao de Sistema(s) de Abastecimento de Agua (SAA) em comunidade(s) rural(is) do municipio de Sao Mateus do Sul.,Ministério da Saúde
825682,CAMPINA GRANDE,"AQUISICAO DE EQUIPAMENTOS E MATERIAL PERMANENTE PARA O DESENVOLVIMENTO, QUALIFICACAO, INOVACAO E PRODUCAO DE TECNOLOGIAS ESTRATEGICAS PARA O SUS",Ministério da Saúde
825696,BOA VENTURA,Implantacao de Abastecimento de Agua em diversas comunidades Rurais no municipio de Boa Ventura-PB.,Ministério da Saúde
825730,NATIVIDADE,Implantacao de unidades de melhorias sanitarias domiciliares no municipio de Natividade-TO.,Ministério da Saúde
825737,FIGUEIRAO,Obras de implantacao do sistema de abastecimento de agua do Distrito de Santa Tereza.,Ministério da Saúde
825738,PORTO MURTINHO,Implantacao de Rede de Abastecimento de Agua na Comunidade Ribeirinha Colonia Cachoeira municipio de Porto Murtinho.,Ministério da Saúde
825741,JACOBINA DO PIAUI,Promover atividades de educacao ambiental no municipio de Jacobina do Piaui,Ministério da Saúde
825749,SANTA CRUZ DO RIO PARDO,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825751,SAO MATEUS,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825754,TUPI PAULISTA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825756,GOVERNADOR VALADARES,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825757,CUIABA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825758,CAMPO GRANDE,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825759,CAMPO GRANDE,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825760,BARRETOS,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825762,PARAGUACU PAULISTA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825764,PELOTAS,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825776,ANGRA DOS REIS,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825777,SANTA HELENA DE GOIAS,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825780,ANAPOLIS,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825781,ARACRUZ,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825782,JUAZEIRO DO NORTE,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825785,MONSENHOR TABOSA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825786,CAMPOS SALES,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825788,SANTANA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825790,AMERICANA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825792,JOAO PESSOA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825793,TERESINA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825794,CURITIBA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825795,TAGUATINGA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825797,MONTE DO CARMO,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825798,NOVA PONTE,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825800,IPERO,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825803,PEDREIRA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825845,GUANAMBI,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825849,CAMPOS DOS GOYTACAZES,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825851,TRES BARRAS DO PARANA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825852,TACARATU,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825853,UMUARAMA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825854,PAU D'ARCO,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825855,IVINHEMA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825860,COCALZINHO DE GOIAS,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825861,SAO MATEUS,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825863,PALMEIRAS DE GOIAS,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825864,IBIAPINA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825866,OURICANGAS,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825869,BRASILIA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA ATENCAO ESPECIALIZADA EM SAUDE BUCAL,Ministério da Saúde
825872,ULIANOPOLIS,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825874,CARAPICUIBA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825881,ITABIRA,MANUTENCAO DE UNIDADE DE SAUDE,Ministério da Saúde
825883,TERESINA,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825884,TERESINA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
825885,CAMPINA GRANDE,"AQUISICAO DE EQUIPAMENTOS E MATERIAL PERMANENTE PARA O DESENVOLVIMENTO, QUALIFICACAO, INOVACAO E PRODUCAO DE TECNOLOGIAS ESTRATEGICAS PARA O SUS",Ministério da Saúde
825886,ARCOVERDE,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE,Ministério da Saúde
825915,ITAJAI,MANUTENCAO DE UNIDADE DE SAUDE,Ministério da Saúde
825951,ORLANDIA,MANUTENCAO DE UNIDADE DE SAUDE,Ministério da Saúde
825960,CAMPINAS,"AQUISICAO DE EQUIPAMENTOS E MATERIAL PERMANENTE PARA O DESENVOLVIMENTO, QUALIFICACAO, INOVACAO E PRODUCAO DE TECNOLOGIAS ESTRATEGICAS PARA O SUS",Ministério da Saúde
825961,CAMPINAS,IMPLANTACAO DO CENTRO COLABORADOR DO CUIDADO FARMACEUTICO NO SISTEMA UNICO DE SAUDE VISANDO APOIAR AS REDES REGIONAIS DE ATENCAO A SAUDE,Ministério da Saúde
826008,BOM SUCESSO,MANUTENCAO DE UNIDADE DE SAUDE,Ministério da Saúde
826021,RECIFE,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826028,SAO PAULO,MANUTENCAO DE UNIDADE DE SAUDE,Ministério da Saúde
826040,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826049,PALESTINA DO PARA,PRESERVAR COM SAUDE: PROJETO SAUDE AMBIENTAL NAS AREAS DO NOSSO MUNCIIPIO,Ministério da Saúde
826052,DRACENA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826054,NOVA GRANADA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826055,CHAVANTES,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826056,DOIS IRMAOS DO BURITI,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826058,ALVARES MACHADO,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826061,FEIRA DE SANTANA,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826062,BODOCO,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826065,BIRIGUI,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826066,ENTRE RIOS,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826067,ADAMANTINA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826069,TUPA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826074,NOVA UNIAO,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826075,JUIZ DE FORA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826170,MONTES CLAROS,AQUISIO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA ATENO ESPECIALIZADA EM SADE,Ministério da Saúde
826179,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826181,ITAMBACURI,"Implantacao de Melhorias Sanitarias Domiciliares no municipio de Itambacuri, atendendo a necessidade de 32 familias em diversas localidades e povoados, sendo a construcao de 20 (vinte) MODULOS SANITARIOS COMPLETOS LIGADOS A REDE DE ESGOTO, e 12 (doze) MODULOS SANITARIOS COMPLETOS LIGADOS A TANQUE SEPTICO E SUMIDOURO e PLACA DE OBRAS",Ministério da Saúde
826183,PAI PEDRO,Implantacao de Melhorias Sanitarias Domiciliares para Prevencao e Controle de Agravos.,Ministério da Saúde
826184,SAO LUIS GONZAGA DO MARANHAO,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NOS POVOADOS DO MUNICIPIO DE SAO LUIS GONZAGA DO MARANHAO,Ministério da Saúde
826186,SAO JOAO DE PIRABAS,MELHORIAS SANITRIAS DOMICILIAR,Ministério da Saúde
826189,MAGALHAES BARATA,MELHORIA SANITARIAS DOMICILIAR-MSD,Ministério da Saúde
826191,TRACUATEUA,CONSTRUCAO DE BANHEIROS- MSD,Ministério da Saúde
826192,SALVATERRA,MELHORIAS SANITARIAS DOMICILIARES- MSD,Ministério da Saúde
826193,SAO CAETANO DE ODIVELAS,construcao de banheiros,Ministério da Saúde
826194,BAIAO,MELHORIAS SANITARIAS DOMICILIAR- MSD,Ministério da Saúde
826195,UBAI,Implantacao de Melhorias Sanitarias Domiciliares,Ministério da Saúde
826196,CARNAUBAL,"IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES  MSD, NO MUNICIPIO DE CARNAUBAL - CE.",Ministério da Saúde
826197,MANGA,Implantacao de Melhorias Sanitarias Domiciliares - MSD em Manga/MG.,Ministério da Saúde
826202,CARACARAI,Implantacao de Melhorias Sanitarias Domiciliares - MSD,Ministério da Saúde
826206,PEDRA BRANCA,"Construcao de Sistema de Abastecimento de Agua no distrito de Santa Cruz do Banabui, no Municipio de Pedra Branca-CE.",Ministério da Saúde
826231,GOVERNADOR NUNES FREIRE,"IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES-MSD PARA PREVENCAO E CONTROLE DE AGRAVOS, NO MUNICIPIO DE GOVERNADOR NUNES FREIRE  MA.",Ministério da Saúde
826232,PENALVA,"IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES-MSD PARA PREVENCAO E CONTROLE DE AGRAVOS, NO MUNICIPIO DE PENALVA MA.",Ministério da Saúde
826235,MONCAO,"IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES - MSD PARA PREVENCAO E CONTROLE DE AGRAVOS, NO MUNICIPIO DE MONCAO  MA.",Ministério da Saúde
826249,BELO HORIZONTE,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE HEMATOLOGIA E HEMOTERAPIA,Ministério da Saúde
826256,MANAUS,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE HEMATOLOGIA E HEMOTERAPIA,Ministério da Saúde
826401,MANAUS,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE HEMATOLOGIA E HEMOTERAPIA,Ministério da Saúde
826402,PASSO FUNDO,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826403,PATOS DE MINAS,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826405,JATAI,CONSTRUCAO DE CENTRO DE ESPECIALIDADES ODONTOLOGICAS,Ministério da Saúde
826407,GURUPI,CONSTRUCAO DE CENTRO DE ESPECIALIDADES ODONTOLOGICAS,Ministério da Saúde
826409,SAO JOSE DE MIPIBU,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826412,IGUATEMI,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826416,SANTO ANTONIO DO LEVERGER,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826417,FORMOSA DO RIO PRETO,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826419,FLORESTA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826424,DOIS IRMAOS DO TOCANTINS,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826428,RIO BONITO,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826429,PARANATINGA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826432,MONTE DO CARMO,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826433,EXU,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826436,BOA VISTA,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826439,BOA VISTA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826444,NOVA SERRANA,CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826445,SAO VICENTE,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
826446,SAO ROQUE DE MINAS,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
