Número Licitação,Objeto
132019,"Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviços, de natureza continuada, de comunicação de acesso à INTERNET, para fornecimento de conexão à Internet, que viabilize a transmissão de dados, voz e imagem, de forma segura, gerenciável, com qualidade de serviço, por meio de link dedicado, com fornecimento em comodato de todos os equipamentos necessários para seu completo funcionamento, incluindo serviços de instalação, ativação, configuração, monitoramento e gerenciamento d"
132019,Pregão Eletrônico -  Aquisição de Material de Consumo Hospitalar
132019,Pregão Eletrônico -  Aquisição de peças para manutenção da viatura Agrale Marruá modelo AM 11 VTL REC ano 2017.
132019,"Pregão Eletrônico -  Contratação de empresa especializada na elaboração de um Relatório de Impacto Ambiental Complementar - RIAC, para o parcelamento de solo situado no Setor Habitacional QNR 06 - Ceilândia - RA IX, da Companhia de Desenvolvimento Habitacional do Distrito Federal   CODHAB/DF."
132019,Pregão Eletrônico -  Contratação de Serviços Gráficos
132019,"Locação de depósito para guarda de mobiliário, com unidade de medição m³/dia, no Distrito Federal, para atender Superintendência Nacional de Previdência Complementar - PREVIC, localizado em Brasília-DF"
132019,"Compra e instalação de vidros lisos 4mm, com aproximadamente sete metros quadrados para as salas 305,308, 401,403 e 406 da ANM/RS"
132019,"Contratação do curso de Gestão do Patrimônio Imobiliário na Administração Pública, ofertado pela ESAFI - Escola de Administração e Treinamentos Ltda, no período de 11 a 13 de dezembro de 2019, com carga horária total de 21 horas."
132019,"Aquisição de toners para a impressora Samsung M3375, modelo MLT-D204L"
132019,"Pregão Eletrônico -  Aquisição futura de equipamentos de informática, para atender as várias unidades administrativas da Universidade Estadual do Oeste do Paraná   UNIOESTE."
132019,Pregão Eletrônico -  Aquisição de cartuchos e/ou toners para impressão que serão utilizados para suprir as necessidades da sede e das subsedes do CREFITO-3.
132019,"Pregão Eletrônico -  Serviços de Manutenção Preventiva e corretiva, com fornecimento de peças, do Sistema de Controle da Propulsão, para atender às necessidades dos Navios Patrulha Classe  Grajaú  (NPa  Grajaú , NPa  Guaíba , NPa  Graúna , NPa  Goiana ) e do Rebocador de Alto-Mar  Triunfo , subordinados ao Comando do Grupamento de Patrulha Naval do Nordeste (ComGptPatNavNE)."
132019,"Pregão Eletrônico -  O objeto da presente licitação é o registro de preços  para aquisição de botijões de 45 Kg com Gás Liquifeito de Petróleo  (GLP), para abastecimento da cozinha do Rancho, localizada nesta Base de Hidrografia da Marinha em Niterói   BHMN, conforme condições, quantidades, exigências, estabelecidas neste instrumento"
132019,Exames radiológicos Odontológicos.
132019,Aquisição de Conjunto Esportivo - agasalho e calça em tactel.
132019,"Contratação de serviços de coleta, transporte e distribuição de água potável, para atendimento das populações de municípios atingidos pela seca no semiárido brasileiro (Alagoinha-PE, Pedra-PE, Poção-PE, Belo Jardim-PE e São Bento do Una-PE) a cargo da 10ª Cia E Cmb (UASG 160023)."
132019,"Pregão Eletrônico -  Prestação dos serviços de seguro de responsabilidade civil de operador portuário (autoridade portuária) para garantir o pagamento de indenização por eventuais perdas ou danos decorrentes de acidentes pessoais ou ainda causados a terceiros nos locais sob responsabilidade da CDRJ, conforme Termo de Referência."
132019,Serviço de reforma/recuperação do PNR 02
142019,Pregão Eletrônico -  Atender despesas com serviço de manutenção  de veículos.
142019,"Pregão Eletrônico -  Aquisição de tubos coletores de sangue para atender a demanda de forma contínua do Hospital Metropolitano Odilon Behrens e suas unidades por um período de 12 meses, conforme especificação técnica contida no Anexo I do Instrumento Convocatório."
142019,Pregão Eletrônico -  Aquisição de Medicamento Humano.
142019,"Pagamento de anuidades de pedidos de patentes do Museu Paraense Emílio Goeldi depositadas no Instituto Nacional da Propriedade Industrial -INPI , referente ao exercício de 2019"
142019,"Contratação de pessoa jurídica especializada para a realização de serviços de higienização, identificação e acondicionamento do acervo documental da Superintendência do IPHAN em Minas Gerais."
142019,Aquisição de generos alimenticios
142019,"Aquisição dos seguintes produtos:    200 Kg de café  em pacotes de 500g, com selo de pureza ABIC, torrado e moído, arábica robusta, moagem fina e uniforme, embalagem alto vácuo; tipo do café: extra forte; ponto de torração: escura acentuada, sem glúten, sem gordura saturada, sem adição de grãos pretos, verdes, ardidos, casca, pau ou pedra que comprometa a qualidade global especificada. Referência para qualidade do produto: Melitta, Pilão, equivalente ou de melhor qualidade. Especificações na embalagem."
142019,"Aquisição de eletrodomésticos para atender demanda da SRPRF-PE. conforme especificações a seguir:    Item 1: FOGÃO gás, aplicação doméstica, tipo fogão convencional, quantidade bocas 4 unidades, normas técnicas selo Inmetro categoria 'A', voltagem 220 v, cor branca/aço inoxidável. Garantia do fabricante mínima 12 meses. Quantidade: 08 (oito) unidades.    Item 2: VENTILADOR, tipo coluna, potência motor: mínima 120 w, velocidade mínima: 150 rpm, tensão alimentação: 220 V, cor: branca/preta, diâmetro mínimo"
142019,Aquisição de pneus automotivos para os veículos da frota do Museu do Índio.
142019,Aquisição de licença do Software Pergamum.
142019,Contratação de fornecimento de detector de metais com técnico habilitado para manuseio considerando o fracasso do item 3 do Pregão Eletrônico Nº 04/2019 CPII.
142019,"Pregão Eletrônico -  Registro de Preços, pelo prazo de 12 (doze) meses, para eventual aquisição de MATERIAIS PARA CME (Reagentes, Indicadores e Embalagens) de forma parcelada, para atender às necessidades do Complexo Hospitalar Universitário Prof. Edgard Santos (Complexo HUPES)."
142019,Serviço de sinalização de espaços
142019,Contratação de pessoa jurídica para prestação de serviço de dedetização.
142019,Aquisição de etiquetas autoadesivas e etiquetas eletromagnéticas do IFCE   Campus Crateús
142019,Pregão Eletrônico -  O presente Pregão Eletrônico tem por objeto a AQUISIÇÃO DE TINTA ACRÍLICA E OUTROS solicitados pela Coordenação de Design Gráfico do campus Campos Centro do IFFluminense
142019,Aquisição de herbicidas para controle de ervas daninhas das áreas de pastagens deste campus.
142019,"Contratação do Palestrante Eduardo Zilles Borba para a REDITEC 2019, com o fito de atender as necessidades do Instituto Federal Catarinense e do Instituo Federal de Santa Catarina"
142019,Aquisição de cimento para atender necessidades do Instituto Federal Catarinense   Campus Camboriú.
142019,"Aquisição de recarga de cartuchos de toner para impressoras laser, visando ao atendimento de demandas de impressão de documentos dos diversos setores da Reitoria, a fim de executar as atividades de rotina no que diz respeito ao bom atendimento do expediente interno e do atendimento ao público, conforme condições, quantidades e exigências estabelecidas neste instrumento"
142019,Contratação de Serviço de Assinatura  de Normas Técnicas em Formato Digital.
142019,Aquisição de lacre plástico para fechamento de malotes visando atender às necessidades da Seção de Apoio Administrativo do DSEI/PE.
142019,"Contratação de empresa especializada para a realização dos serviços de transporte, tratamento e envio para destinação final de resíduos de serviços de saúde."
142019,"Pregão Eletrônico -  Contratação de serviço integrado de outsourcing de impressão, digitalização e cópia, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos."
142019,"Execução de serviços envolvendo mão-de-obra e fornecimento de peças para reparos, de 27 impressoras Samsung, modelo CLP680ND (1 unidade) e ML-4510ND (26 unidades), pertencente à Gerência Executiva São Paulo Sul e unidades sob sua jurisdição.    A contratada deverá diagnosticar os problemas existentes nas unidades, fornecendo e substituindo os componentes necessários, garantindo o funcionamento da impressora por no mínimo 90 dias"
142019,"Compra de um capacho personalizado, conforme segue:         01-Capacho em vinil personalizado medindo 1,72 x 1,20.    Vinil 1 ano de garantia 1ª linha    Espessura de 10 mm    Antiderrapante     Base fundida     Vulcanização de logotipo a quente"
142019,Contratação de serviços de remanejamento de arquivos deslizantes
142019,Aquisição de seis (06) extintores de incêndios pó quimico seco (PQS) ABC . Capacidade Extintora 4-A : 40 BC.
142019,"Pregão Eletrônico -  Aquisição de material de papelaria, de expediente e manutenção elétrica."
142019,Pregão Eletrônico -  Aquisição de material médico cirúrgico.
142019,"Pregão Eletrônico -  Aquisição de material de metalurgia para atender às necessidades deste Centro, conforme condições, quantidades e exigências estabelecidas no Termo de Referência, anexo I do Edital."
142019,"Pregão Eletrônico -  Aquisição de Bandeiras, Insígnias, Distintivos, Uniformes Especiais e Kit Recruta para o período de 12 meses, conforme condições previstas no Edital da licitação. (GCALC)"
142019,Aquisição de itens de instalação de multimídia.
142019,Pregão Eletrônico -  Aquisição de material permanente em atendimentos as necessidades do 34º BIMec.
142019,Contratação de serviço de assistência médico-hospitalar
142019,Contratação de Serviços de Calibração para microbalança Mettler Toledo XP6.
142019,"Pregão Eletrônico -  Eventual, Aquisição de material de consumo para manutenção de motores de popa, para atender necessidades da seção náutica do CIOPESP."
142019,Aquisição de material para manutenção de bens imóveis da OM.
152018,Pregão Eletrônico -  Aquisição de Gêneros Alimentícios - Quantitativo de Rancho (QR).
152018,"Pregão Eletrônico -  Contratação de serviços continuados de manutenção preventiva e corretiva dos equipamentos de ar condicionado instalados na Sede da CEPLAC/SUPAM em Belém-PA e CEPLAC/ERJOH em Marituba-PA, com cobertura integral de peças de reposição, insumos e componentes genuínos dos respectivos fabricantes, bem como, instalação/desinstalação de equipamentos de ar condicionado, e também os que possam ser adquiridos futuramente por este Órgão, por serviços devidamente executados, de acordo com quantid"
152018,Pregão Eletrônico -  Registro de Preço para eventual aquisição de material permanente de emprego operacional.
152019,"Aquisição de material de consumo, gêneros alimentícios e gás de cozinha, a fim de atender as necessidades da Superintendência do IPHAN no Rio Grande do Norte,  exercício de 2019."
152019,"Pregão Eletrônico -  Contratação de empresa especializada para prestação de serviços de Agenciamento de Viagens, sob demanda, compreendendo os serviços de reserva, emissão, marcação, remarcação e cancelamento de passagens aéreas para voos regulares de passageiros no Brasil, destinados a Superintendência do IBAMA no Estado de Goiás"
152019,"Pregão Eletrônico -  Aquisição de Monitor Cardioversor Portátil de urgência, destinado ao uso em aeronaves do Corpo de Bombeiros Militar do Distrito Federal, em cumprimento aos requisitos e normas do Ministério da saúde, para o atendimento e transporte aeromédico de paciente, com suporte avançado de vida, conforme especificações, quantitativos e condições estabelecidas no Termo de Referência constante do Anexo I deste Edital."
152019,Switch Gigabit Gerenciável 24 Portas PoE+.
152019,"Contratação da empresa GJP ADMINISTRADORA DE HOTEIS LTDA, CNPJ nº 07.687.928/0008-01, para a prestação de serviço de fornecimento de espaços e alimentação (incluindo bebidas não alcoólicas)  para o evento International Competition Network  Cartel Workshop    2019, a ser realizado de 7 a 10 de outubro de 2019, em Foz do Iguaçu-PR, pelo Conselho Administrativo de Defesa Econômica   Cade"
152019,Aquisição de Equipamentos Agrícolas
152019,"Aquisição de combustível e galão de combustível de 20L, para abastecimento do veículo oficial pertencente a este Centro Audiovisual de Goiânia (CAUD), para o exercício de 2019."
152019,"Contratação para aquisição e instalação de persianas para as novas instalações do Escritório de Corregedoria em Belém   Escor02, situadas no mesmo prédio da DRJ/BEL."
152019,"Contratação de consultoria técnica especializada em serviços de engenharia ou arquitetura, com anotação ou registro de responsabilidade técnica, para prestar assessoria à licitação da obra de construção do Centro Rui Barbosa de Preservação de Bens Culturais"
152019,Pregão Eletrônico -  Contratação do serviço de confecção camisas e fardamento para a fiscalização do CREA-SE e para confecção de camisas para eventos diversos.
152019,"Serviço de manutenção de Aparelho de Ar condicionado Slipt, localizado na sala SSI onde fica o CPD da UE/RJ."
152019,Pregão Eletrônico -  Aquisição de equipamentos para uso nas aulas práticas dos cursos do BIS e de NUTRIÇÃO do Centro de Ciências da Saúde   CCS da Universidade Federal do Recôncavo da Bahia   UFRB.
152019,Pregão Eletrônico -  Serviços de pessoa jurídica para a manutenção preventiva/corretiva in loco com substituição de peças dos equipamentos Cromatógrafo Liquido de alta eficiência (Thermo Fisher Scientific UltiMate 3000) e Espectrofotômetro UV/VIS (PG Instruments T-80+) da UTFPR - Câmpus Toledo.
152019,Reagentes e material de laboratório.
152019,Manutenção de descargas e de bebedouros da Escola de Enfermagem Anna Nery
152019,"Pregão Eletrônico -  AQUISIÇÃO   DE   MATERIAL   De   CONSUMO: FERRAMENTAS, MATERIAL PARA A MANUTENÇÃO DE BENS MÓVEIS E IMÓVEIS, PARA A PRODUÇÃO INDUSTRIAL E PARA SINALIZAÇÃO VISUAL."
152019,"Aquisição de mistura de minerais e vitaminas para preparo de dietas para roedores, conforme condições, especificações e quantidades contidas no Projeto Básico contido no Processo SEI 23109.200802/2019-23."
152019,Confecção de canecas e agendas personalizadas para atender as atividades e eventos pedagógicos deste campus.
152019,"Serviço de lavagem de cortinas em tecido tipo blackout, franzida com pregas, com argolas em varão, compreendendo a retirada da cortina, a lavagem, a passagem, o fornecimento e instalação de argolas que estiverem faltando e reinstalação no local de origem."
152019,Pregão Eletrônico -  Registro de preços para futuras e eventuais aquisições de  material gráfico e afins.
152019,Contratação de empresa para pintura da logo em dois locais do IFC   Campus Blumenau.
152019,Aquisição de Fogão Industrial e Liquidificador para atender as necessidades da Casa de Saúde Indígena   CASAI   do  Distrito Sanitário Especial Indígena de Pernambuco   DSEI/PE.
152019,"Pregão Eletrônico -  As especificações detalhadas se encontram no anexo I do edital. As descrições no sistema comprasnet são meramente para cadastro do item, prevalecendo o que consta no edital do Pregão Eletrônico nº0015"
152019,Aquisição de Webcams e Caixas de Som
152019,"Pregão Eletrônico -  Seleção de propostas visando o registro de preços para aquisição futura de mobiliário escolar, para atender as várias unidades administrativas da Universidade Estadual do Oeste do Paraná   UNIOESTE."
152019,Pregão Eletrônico -  Aquisição com instalação de quatro unidades condensadoras para o Depósito de Suprimentos de Intendência a Marinha no Rio de Janeiro (DepSIMRJ).
152019,"Pregão Eletrônico -  Contratação de serviço continuado de agenciamento de passagens rodoviárias intermunicipais e interestaduais (incluindo os serviços de pesquisa de preços, reserva, emissão, marcação, remarcação, cancelamento, reversão de passagem não utilizada e fornecimento de passagens rodoviárias), com a finalidade de atender as necessidades de transporte individual prestado aos militares, servidores civis e seus dependentes do Comando do Terceiro Distrito Naval   Com3DN, e suas organizações milita"
152019,Pregão Eletrônico -  Aquisição de Plataforma Elevatória Enclausurada.
152019,Pregão Eletrônico -  SRP para eventual aquisição de material de consumo de saúde para atender o Comando da Bda Inf e suas 16 OMs subordinadas.
152019,Pregão Eletrônico -  Aquisição de gêneros alimentícios e bebidas
152019,Aquisição de material de Gêneros Alimentícios.
152019,Pregão Eletrônico -  Aquisição de materiais de sonorização (Som).
152019,Pregão Eletrônico -  Aquisição de Material de Mergulho para o Comando de Operações Especiais.
152019,Contratação de empresa para prestação de serviço de assistência médico-hospitalar.
152019,Aquisição de peças para bomba dosadora de barrilha - ETA.
162018,Pregão Eletrônico -  Contratação de empresa especializada para execução de paredes e forros em gesso acartonado.
162018,Pregão Eletrônico -  Registro de preços para futura e eventual aquisição de materiais de consumo hospitalar e cirúrgico para atender as necessidades do HGeS.
162019,"Pregão Eletrônico -  Aquisição de Medicamentos ( Ácidos graxo essenciais, albumina humana, Bisacodil e outros)"
162019,Aquisição de peças de reposição para equipamentos PANalytical.
162019,Aquisição de material de consumo elétrico para a Unidade de Natal/RN.
162019,Aquisição e instalação de películas  para atender as necessidades Técnicas e Administrativas desta Superintendência do IPHAN no Rio Grande do Norte.
162019,"Pregão Eletrônico -  O objeto da presente licitação é o registro de preços para aquisição de materiais de consumo (material de papelaria), material de informática, material de copa e cozinha (café, açúcar e outros), e água mineral/gás liquefeito de petróleo (GLP), conforme condições, quantidades e exigências estabelecidas neste processo e seus anexos."
162019,Pregão Eletrônico -  Aquisição de Projetor multimídia para os diversos Campi da Universidade Estadual da Paraíba - UEPB.
162019,Contratação de 01 (uma) vaga no Curso  Prático: Folha de Pagamento Aplicada ao Sistema SIAPE'.
162019,"Contratação de empresa de serviços de desinsetização, desratização e descupinização para imóveis vinculados à DRF/VIT e ALF/VIT."
162019,Pregão Eletrônico -  Contratação de serviços de acesso à Internet e suporte de firewall
162019,"Pregão Eletrônico -  Aquisição de material laboratorial - acessórios, em proveito da base física de Jundiaí. IRP 16/2019"
162019,"Prestação de serviços técnicos especializados de manutenção preventiva e corretiva para os elevadores localizado na nova sede da UE/DF, incluindo aplicação de peças."
162019,"Prestação de serviços comum de mão de obra, com o fornecimento de peças e materiais, na manutenção preventiva e corretiva do veículo marca Checrolet, S10 pertencente a CONAB/SUREG-SC."
162019,"Pagamento de Taxa de Inscrição para Participação de duas Servidoras da Biblioteca do IFPA campus Belém no XXVII Congresso Brasileiro de Biblioteconomia e Documentos-CBBD, a ser realizado no período de 01 a 04/Outubro/2019, na Cidade de Vitória-ES, organizado pela Federação Brasileira de Biblioteconomia, CNPJ:44.075.687/0001-08, no Valor R$ 1.050,00 x 2 = R$ 2.100,00."
162019,"Pregão Eletrônico -  Registro de preços - 16/2019 - para eventual aquisição de MATERIAIS MÉDICOS HOSPITALARES, para atender as necessidades da Hospital Ana Nery e demais unidades integrantes do Complexo Hospitalar e de Saúde/UFBA. Informações gerais: Senhores licitantes, ocorrendo divergência entre a descrição do produto constante no código SIASG (CATMAT) e no Termo de Referência (Anexo I), prevalecerá a descrição deste último."
162019,"Pregão Eletrônico -  Registro de Preços, pelo prazo de 12(doze) meses, para eventual aquisição de material para manutenção de bens imóveis, para atender às necessidades do IMS/CAT - VITÓRIA DA CONQUISTA da Universidade Federal da Bahia - UFBA, conforme condições, quantidades, exigências e estimativas, inclusive as encaminhadas pelos órgãos e entidades participantes (quando for o caso)"
162019,Pagamento de inscrição para servidora Shirley Garcia Pereira de Azevedo no XXIX Congreparh que será realizado nos dias 17 à 18/09/2019.
162019,"Pregão Eletrônico -  Aquisição de equipamentos, ferramentas e materiais de segurança e de avaliação das condições de segurança e de infraestrutura das instalações, e outros equipamentos para diversos setores da UFCSPA conforme condições, quantidades e exigências estabelecidas neste instrumento."
162019,"Pregão Eletrônico -  Contratação de serviços de limpeza e conservação predial nas áreas internas e externas dos blocos, passarelas cobertas e descobertas, fachadas, calçadas de entorno, hall, circulações, jardins e açudes da Universidade Federal do Acre   UFAC, com fornecimento de mão de obra, maquinário, materiais, equipamentos, ferramentas e utensílios."
162019,Contratação de empresa especializada em fornecimento de serviço de seguro a frota de veículos oficiais.
162019,"Aquisição de café, açúcar e materiais de consumo para suprimento da copa do IFMS Campus Nova Andradina"
162019,"Pregão Eletrônico -  O objeto da presente licitação é a escolha da proposta mais vantajosa para eventual aquisição de materiais de expediente, elétricos, gêneros de alimentação, de copa e cozinha, de limpeza e produtos de higienização para a UNIFEI   Campus Itabira, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
162019,Calibração dos equipamentos médicos tipo Balanças Médicas
162019,Pregão Eletrônico -  Registro de preços para eventual aquisição de material de consumo (insumos laboratoriais para análise dos parâmetros de micologia manual).
162019,Pregão Eletrônico -  Aquisição de insumos para o equipamento Celldyn Ruby.
162019,Contratação de empresa especializada para o fornecimento de água e esgotamento sanitário nas instalações desse Instituto Nacional de Cardiologia.
162019,"Aquisição de licença de uso do software Rocsience, para uso nos laboratórios de Engenharias."
162019,"Contratação da instituição One Cursos - Treinamento, Desenvolvimento e Capacitação LTDA, para ministrar o curso de 'Curso de Demonstrações Contábeis do Setor Público Sob a Ótica do MCASP (Elaboração e Análise)' a ser realizado no Rio de Janeiro - RJ, nos dias 09 a 11 de Setembro de 2019."
162019,"Pregão Eletrônico -  Seleção de propostas visando o registro de preços para aquisição de licenças (CorelDRAW e Adobe Creative), de modo a atender as várias unidades administrativas da Universidade Estadual do Oeste do Paraná   UNIOESTE."
162019,"Participação de um servidor  desta  Autarquia   no Curso  PLATAFORMA + BRASIL COMPLETO', a ser realizado em Brasília   DF."
162019,"Pregão Eletrônico -  Aquisição de Material de Construção Diversos, de consumo, de Proteção e segurança, Ferramentas e, Material Permanente"
162019,Manutenção e conservação de máquinas e equipamentos.
162019,Pregão Eletrônico -  Materiais para manutenção de bens imóveis
162019,Pregão Eletrônico -  Material Permanente de Saúde.
162019,"Pregão Eletrônico -  Contratação de serviço de controle de qualidade do Laboratório de Análise Clínica do Posto Médico de Guarnição de Belo Horizonte / Comando da 4ª Região Militar, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos."
162019,"Pregão Eletrônico -  Aquisição de dietas para nutrição enteral, para atender as demandas do HARF"
162019,Contratação de empresa para prestação de serviço de assistência médico-hospitalar.
162019,"Pregão Eletrônico -  Registro de preços para aquisição de materiais elétricos para o GAP-CT, PACT, CINDACTA II e DTCEA, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
162019,Curso de Capacitação em Planilha de Custos e Formação de Preços conforme Instrução Normativa 05/2017 (abordagem prática)
172019,"Manutenção no equipamento espectrômetro de Massa com Plasma indutivamente acoplado, com realização de treinamento."
172019,"Capacitação (EAD) nas áreas de:    Segurança de Aplicações, com o conhecimento nas seguintes habilidades:  Vulnerabilidades do seu sistema;  OWASP;  Conheça as vulnerabilidade de servidores e clientes;  Firewall com pfsense e iptables;  Evitando SQL INjection, força bruta e outros ataques;  XSS, Mass Assignment e Upload de arquivos.  DEVOPS, com as seguintes habilidades:  Vangrant;  Ansible;  Integração Contínua;  Docker;  Kubernetes;  AWS S3;  Amazon EC2;  AWS ECS;  Amazon AWS.  Infr"
172019,Aquisição e instalação de películas  para atender as necessidades Técnicas e Administrativas desta Superintendência do IPHAN no Rio Grande do Norte.
172019,"Contratação de empresa especializada em serviços gráficos para impressão em policromia de 2.000 (dois mil) crachás, em material PVC, na cor branca e nas dimensões de 5,4 cm de base com 8,6 cm de altura, com o fornecimento dos cartões."
172019,Contratação de serviço de conservação do acervo bibliográfico do Centro de Documentação e Informação da Superintendência do Iphan em Minas Gerais
172019,Instalação e manutenção de aparelhos de ar condicionado da Agência de Jataí/GO
172019,"Aquisição de insumos (café, leite em pó e achocolatado) para máquina de café da copa do Diretor do Estabelecimento General Gustavo Cordeiro de Farias - EGGCF."
172019,"Execução do serviço de Revisão e Atualização de preços, conforme Tabela SINAPI mais recente, e levantamento de quantitativos e preços das Planilhas Orçamentárias, Cronogramas físico-financeiro, Curva ABC e insumos e serviços dos Projetos Básicos para reaproveitamento da água do reservatório existente no subsolo do prédio sede da DRF/NIU e para obra de adequação da acessibilidade, conforme legislação pertinente, das instalações da DRF/NIU."
172019,Contratação de pessoa jurídica para a prestação de serviços de dedetização nos prédios da DRF/Campinas e unidades jurisdicionadas (duas aplicações) e de descupinização no prédio da DRF/Campinas.
172019,"Contratação do curso Excel avançado, a ser realizado entre os dias 17/09/2019 e 01/10/2019, na cidade de Florianópolis, promovido pela empresa Serviço Nacional de Aprendizagem Industrial, em Florianópolis-SC."
172019,Pregão Eletrônico -  Aquisição de material de uso laboratorial
172019,"Serviços prestados na confecção de Windbanner, para eventos do DEPDAG/SFA-PB."
172019,"Pregão Eletrônico -  Aquisição de reagentes químicos, em proveito do LFDA-SP. IRP 17/2019"
172019,"Contratação de laboratório credenciado para realização de análises confirmatórias de Dioxinas, Furanos e PCBs semelhantes a dioxinas em produtos de origem animal e em produtos destinados a alimentação animal."
172019,Pregão Eletrônico -  Aquisição de Material Aquícola e de Piscicultura
172019,Trata-se da aquisição de material de consumo com a prestação de serviços comuns e mão de obra.
172019,Manutenção e substituição de peças de equipamento 'Impressora RISO 7050R'.
172019,"Pregão Eletrônico -  O objeto da presente licitação é o registro de preços para eventual aquisição de materiais personalizados para o evento  Semana de Ensino, Pesquisa e Extensão (SEPEX)' e demais eventos do CEFET/RJ a serem realizados no biênio 2019/2020, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
172019,"Pregão Eletrônico -  Aquisição de materiais de expediente, esportivos e limpeza para a UTFPR Pato Branco.."
172019,"Aquisição de conjunto de porta (porta, marco e alizar) para compor a nova da Seção de COmpras da Escola de Música."
172019,Pagamento de inscrição do servidor Fábio Pires no evento Virtualização de Servidores (ADS5) no período de 18 a 22/11/2019.
172019,"Aquisição de filtro modelos 'Polypleat e Minipleat' - VECO, para o Biotério do Campus Baixada Santista da UNIFESP"
172019,"Pregão Eletrônico -  Registro de preços, pelo prazo de 12 meses, para aquisição de materiais para os Laboratórios de Graduação e de Pós-graduação da UFCSPA, conforme condições, quantidades e exigências estabelecidas no Edital e seus Anexos."
172019,Recarga de extintores de incêndio
172019,Contratação de serviço laboratorial para realização de exames para o plantel bovino dos laboratórios do Campus  Pinheiral do IFRJ.
172019,"Aquisição de gêneros alimentícios da Agricultura Familiar e do Empreendedor Familiar Rural, para o atendimento ao Programa Nacional de Alimentação Escolar/PNAE"
172019,"Pregão Eletrônico -  Contratação de serviços de limpeza, telefonista, recepção, copeiragem, zeladoria e portaria para atendimento da Reitoria, do CEAD e do Campus Avançado Janaúba."
172019,Calibração dos equipamentos médicos tipo Balanças Médicas
172019,"Pregão Eletrônico -  Registro de Preços, pelo prazo de 12 (doze) meses, para eventual e futura aquisição de MEDICAMENTOS DIVERSOS para atender à necessidade do HU/SE/EBSERH, conforme termos e condições constantes no Edital e seus anexos."
172019,"Pregão Eletrônico -  Sistema de Registro de preço (SRP), para aquisição de Materiais Hospitalares (Fios Cirúrgicos) a fim de abastecer o Hospital Universitário da UFJF   Filial Ebserh."
172019,"Trata o presente processo de solicitação de contratação do Curso - Procedimento para contratação de eventos de ensino por instituições públicas - a ser realizado nos dias 17, 18 e 19 de Setembro de 2019 para uma turma fechada de 20 servidores nas dependências da Superintendência Estadual do Ministério da Saúde."
172019,"Aquisição de Pneus novos, 1ª linha com garantia do fabricante contra defeitos de fabricação e selo de aprovação do INMETRO para utilização na frota de veículos oficiais, para atender as necessidades do Distrito Sanitário Especial Indígena do Ceará-DSEI/CE para um período de 12 (doze) meses. ''Pneu veículo automotivo, material carcaça lona poliéster, material talão aço, material banda rodagem borracha alta resistência, material flancos mistura borracha alta flexibilidade, tipo estrutura carcaça radial, ca"
172019,Pregão Eletrônico -  Aquisição de corador automático de lâminas e incubadora para microplacas de 96 poços.
172019,Pregão Eletrônico -  Aquisição de adaptador para transferência de soluções parentais e outros (Esta IRP possui itens em lote).
172019,"Fornecimento de 100 (cem) porta avisos (display) em acrílico, destinados a acomodação de avisos impressos em papel A4 para divulgação ao público.   Material: ACRÍLICO(embora redundante,material RÍGIDO) transparente e incolor.  Características básicas: deve permitir a substituição dos avisos impressos em papel A4; deve permitir sua fixação em superfícies de alvenaria, vidros e madeira, sem a necessidade de utilização de qualquer material adicional; deve permitir ser fixado na posição vertical e horizontal"
172019,Contratação de empresa especializada para montagem e desmontagem de estande da ANM na EXPOSIBRAM 2019
172019,"Pregão Eletrônico -  PRESTAÇÃO DE SERVIÇOS DE CHAVEIRO, conforme as especificações do Edital e seus Anexos."
172019,Contratação de instituição especializada na prestação de serviço para realização do Curso de 'Aperfeiçoamento Gestão em Protocolo e Cerimonial'.
172019,"Contratação de empresa especializada para prestação de serviços de guincho/reboque para transporte de veículo Nissan Frontier, placa LVW 2698 da Unidade Local de Santa Rita para o Departamento Estadual de Trânsito - DETRAN/PB com posterior retorno do veículo para a Superintendência Regional na Paraíba - SR/PB."
172019,"Aquisição de fio de corte quadrado 3mm, amarelo, para roçadeira STIHL, rolo com 312 metros, peça GENUÍNA STIHL, para reposição em roçadeira STIHL FS220 (PATRIMÔNIO 18546) COM GARANTIA VINGENTE."
172019,"Pregão Eletrônico -  Contratação dos serviços de coleta, transporte, tratamento (incineração) e disposição final de resíduos hospitalares, destinados à utilização nos diversos setores desta OMS."
172019,Prestação de serviço relativo à execução de curso voltado ao Projeto Soldado Cidadão destinado a qualificar profissionalmente militares.
172019,Contratação de empresa para prestação de serviço de assistência médico-hospitalar.
172019,Pregão Eletrônico -  Aquisição de gás hidrogênio engarrafado para a Seção de Meterologia do CLA.
172019,"Contratação de empresa para a realização do curso de capacitação 'Reequilíbrio Econômico-Financeiro dos Contratos Administrativos', a ser realizado em Brasília/DF, no período de 17 a 20 de setembro de 2019."
172019,"Pregão Eletrônico -  Aquisição de gêneros alimentícios (QR); Gás Liquefeito de Petróleo (GLP); material de acondicionamento e embalagens; salgados e doces para festas; conforme condições, quantidades, exigências e estimativas, inclusive as encaminhadas pelos órgãos e entidades participantes."
